,BCOMIN Index,,,
,#NAME?,#NAME?,#NAME?,#NAME?
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST
29/09/2011,154.262,157.4961,154.1024,156.6226
30/09/2011,156.1145,156.4644,150.6641,150.8244
03/10/2011,150.4582,154.5673,148.5964,153.6391
04/10/2011,150.4701,153.9492,150.1365,151.3537
05/10/2011,151.1501,151.7587,148.33,150.7514
06/10/2011,154.052,156.2437,153.7845,155.6027
07/10/2011,155.7555,158.2117,155.209,156.7362
10/10/2011,157.6195,160.6977,157.4734,160.0765
11/10/2011,156.071,157.3221,154.6996,156.9443
12/10/2011,159.1673,161.2771,158.9905,159.9265
13/10/2011,156.6979,157.1035,155.6519,156.4553
14/10/2011,158.2808,159.6452,158.2713,159.3
17/10/2011,159.2667,159.6544,157.6598,158.2542
18/10/2011,154.5896,157.8443,154.1073,157.6171
19/10/2011,155.6933,156.6383,153.5504,154.1702
20/10/2011,149.8228,150.6057,145.4003,146.0925
21/10/2011,151.9799,153.4024,151.2453,151.7939
24/10/2011,156.4199,160.895,155.9446,160.2947
25/10/2011,159.9654,160.6425,157.681,159.1852
26/10/2011,160.8456,163.8193,159.2096,159.8493
27/10/2011,165.2067,167.7859,164.8087,166.5363
28/10/2011,164.6519,167.6771,164.2686,166.8334
31/10/2011,163.7972,165.0554,162.3654,164.8809
01/11/2011,158.9648,160.0099,157.1012,157.8603
02/11/2011,160.521,161.374,159.2109,159.88
03/11/2011,160.0109,161.4029,158.2337,160.818
04/11/2011,161.9849,161.9933,159.7385,160.4438
07/11/2011,160.0064,160.4187,158.8427,159.2298
08/11/2011,159.5875,160.3604,158.4965,159.8581
09/11/2011,158.2487,158.4243,155.9883,156.6284
10/11/2011,155.2653,156.0068,153.406,155.2035
11/11/2011,155.4115,158.3061,155.0015,157.698
14/11/2011,159.0132,159.5159,157.6756,158.21
15/11/2011,156.5917,158.3714,156.1021,156.7533
16/11/2011,155.6244,158.7497,155.6244,158.5792
17/11/2011,155.1536,156.3936,153.5495,154.78
18/11/2011,156.0729,156.1995,154.7438,155.5028
21/11/2011,153.2586,153.8295,151.1082,152.1104
22/11/2011,153.7884,154.3099,152.315,152.8523
23/11/2011,149.1869,150.2185,148.4854,149.9657
25/11/2011,149.1122,150.438,148.4223,149.002
28/11/2011,151.7684,153.3707,150.6785,152.2473
29/11/2011,151.6331,152.2959,150.9415,151.7882
30/11/2011,150.6801,161.959,150.6801,159.9072
01/12/2011,158.5972,160.3426,158.1299,158.7542
02/12/2011,160.5924,161.8787,159.5608,160.4304
05/12/2011,159.5062,161.9382,159.3943,161.6641
06/12/2011,158.945,160.6043,158.5843,160.4086
07/12/2011,160.2544,160.2544,157.6335,158.5582
08/12/2011,158.7024,160.2992,155.7004,156.898
09/12/2011,157.9023,159.3559,156.8925,158.541
12/12/2011,155.4004,155.8298,153.65,154.5331
13/12/2011,154.8228,155.6834,153.0773,153.3678
14/12/2011,149.9585,150.7667,147.1597,147.5861
15/12/2011,149.5122,150.2746,147.667,148.1516
16/12/2011,150.9817,151.914,150.3637,150.9642
19/12/2011,149.534,150.1684,148.7019,149.0126
20/12/2011,150.1671,152.8214,149.974,151.9432
21/12/2011,151.1527,152.4477,150.5039,152.1163
22/12/2011,152.6077,153.3599,151.8109,152.7895
23/12/2011,154.1366,154.4232,153.5813,153.6318
27/12/2011,153.6174,153.6745,152.4804,152.4804
28/12/2011,152.0632,152.6717,149.7337,150.0632
29/12/2011,149.5683,151.4458,149.5531,150.5196
30/12/2011,151.9462,153.2715,151.606,153.1071
03/01/2012,154.1397,156.971,153.9071,156.7142
04/01/2012,155.2079,156.228,153.7499,154.4092
05/01/2012,152.802,153.5098,151.9452,153.0184
06/01/2012,153.0751,154.4238,152.3044,154.2558
09/01/2012,154.2599,155.7391,154.2148,155.4118
10/01/2012,157.6217,160.1594,157.6217,159.5737
11/01/2012,159.0494,160.3742,157.922,160.1868
12/01/2012,162.0309,163.8937,161.7727,162.6156
13/01/2012,161.943,161.9606,159.4894,161.7902
17/01/2012,165.4407,166.0643,164.2449,165.7196
18/01/2012,165.6144,166.0045,164.4421,165.5361
19/01/2012,167.7607,168.3451,166.5765,168.2059
20/01/2012,167.0224,168.0127,166.5372,166.9755
23/01/2012,168.7512,169.4372,168.3385,168.8576
24/01/2012,168.6144,170.5265,167.6356,170.3034
25/01/2012,169.3894,173.1395,168.9049,172.0493
26/01/2012,174.4862,175.4456,173.7668,175.0439
27/01/2012,175.532,175.6602,172.2673,173.8595
30/01/2012,171.0398,172.2976,170.8256,172.2505
31/01/2012,173.8935,174.0042,168.971,169.819
01/02/2012,171.0272,172.2369,169.3151,171.7909
02/02/2012,171.3012,171.3781,168.0901,168.4571
03/02/2012,169.5093,173.4005,168.7093,172.9979
06/02/2012,171.6545,172.595,170.2737,171.8115
07/02/2012,170.0598,172.8402,169.4744,172.7456
08/02/2012,174.4478,175.3374,172.5263,172.8608
09/02/2012,173.2327,176.2198,172.5894,175.498
10/02/2012,174.3774,174.3774,170.0388,170.3856
13/02/2012,171.5052,171.7765,168.5653,168.9461
14/02/2012,169.0788,169.0788,166.6291,167.6114
15/02/2012,168.6036,168.6899,166.2222,166.635
16/02/2012,164.5797,165.8135,163.2058,164.8372
17/02/2012,165.2782,166.486,162.2248,162.7634
21/02/2012,166.6143,169.1825,166.0029,168.8415
22/02/2012,167.9614,170.2537,167.7613,169.8046
23/02/2012,169.5432,170.1479,167.8111,168.7746
24/02/2012,170.3135,171.8307,169.2392,171.6256
27/02/2012,170.525,172.8192,169.9692,172.1968
28/02/2012,173.2614,174.4938,171.9949,172.5426
29/02/2012,173.9045,174.6558,169.3764,171.1413
01/03/2012,171.7115,173.1895,171.6823,172.7455
02/03/2012,171.6551,172.0396,170.192,171.8501
05/03/2012,168.2788,170.381,168.2788,169.1676
06/03/2012,166.437,166.4453,164.3002,164.4526
07/03/2012,165.0765,165.1752,162.9798,164.5144
08/03/2012,166.1633,166.5568,164.521,165.2134
09/03/2012,165.96,168.3692,165.078,168.0076
12/03/2012,167.1279,167.8471,166.0507,167.5962
13/03/2012,169.0919,170.4432,168.0042,169.8483
14/03/2012,168.8718,168.9423,167.2111,167.863
15/03/2012,167.6347,169.3575,167.4194,169.2113
16/03/2012,168.9963,170.5088,168.1214,168.3559
19/03/2012,168.5021,169.6328,168.3833,169.3984
20/03/2012,167.1137,167.3185,166.0889,166.7545
21/03/2012,166.9857,167.038,165.4913,165.6809
22/03/2012,163.2138,163.4046,161.6596,162.4686
23/03/2012,163.463,164.1573,161.9355,163.3054
26/03/2012,163.482,165.4497,163.2611,165.0403
27/03/2012,164.953,165.3689,163.9288,164.9113
28/03/2012,163.4685,163.807,161.7566,162.063
29/03/2012,160.8645,162.3797,160.2878,160.9128
30/03/2012,162.0937,162.6874,161.5084,161.9081
02/04/2012,162.186,164.7021,161.6292,164.1283
03/04/2012,163.838,164.951,163.4466,164.4478
04/04/2012,162.1254,162.1362,160.1807,160.2061
05/04/2012,159.8273,161.8269,159.6066,161.6539
09/04/2012,159.1234,160.3762,158.5227,160.3762
10/04/2012,159.7329,160.1337,156.9406,157.7411
11/04/2012,158.2533,159.0489,157.4283,158.3405
12/04/2012,159.72,161.7094,159.2597,161.0926
13/04/2012,159.2225,159.9474,157.0521,157.4907
16/04/2012,157.2631,157.9766,156.207,156.6365
17/04/2012,157.8069,158.4377,156.9745,157.5186
18/04/2012,157.663,157.7112,156.3969,156.6398
19/04/2012,156.9275,157.1318,155.8554,156.9979
20/04/2012,157.8122,159.5819,157.6083,158.9554
23/04/2012,156.7858,157.171,155.8945,156.3197
24/04/2012,157.2957,158.4219,157.2733,157.6539
25/04/2012,158.4134,158.9521,157.5941,158.122
26/04/2012,159.1751,160.9587,159.1524,160.6959
27/04/2012,161.7856,162.231,161.2798,162.0349
30/04/2012,161.4547,162.4316,161.0394,162.3979
01/05/2012,161.54,162.9825,161.4802,162.3643
02/05/2012,160.9184,161.0483,159.6271,159.8739
03/05/2012,159.129,159.7201,158.0914,158.3109
04/05/2012,158.8049,159.0534,157.2967,158.0017
07/05/2012,158.4318,159.3243,158.2045,158.8858
08/05/2012,156.9985,157.6582,155.4643,156.4379
09/05/2012,154.5848,155.4032,153.67,155.2988
10/05/2012,155.1267,156.5957,155.0074,156.0548
11/05/2012,154.2444,155.4062,153.8584,155.0635
14/05/2012,152.5398,152.9728,152.02,152.2187
15/05/2012,151.9638,152.3808,151.3166,151.9404
16/05/2012,150.5001,152.2483,150.3291,151.0204
17/05/2012,150.9839,151.8657,150.3134,151.7254
18/05/2012,152.3276,152.8499,151.1106,151.3846
21/05/2012,151.9402,152.0372,150.8127,151.9594
22/05/2012,151.0372,152.0769,150.9337,151.0606
23/05/2012,149.1832,149.5356,147.8502,148.4038
24/05/2012,149.6378,149.9847,148.8097,149.5715
25/05/2012,150.2506,150.4697,149.4941,150.1364
29/05/2012,150.5905,151.7837,149.7415,149.9442
30/05/2012,147.9878,148.606,147.1935,147.8602
31/05/2012,148.1526,148.4259,146.5695,146.7192
01/06/2012,145.7327,146.5731,144.7793,145.4569
04/06/2012,145.0425,146.0193,144.7815,145.3474
05/06/2012,145.1689,145.4383,144.7407,145.0443
06/06/2012,146.8073,147.2005,145.7192,146.459
07/06/2012,145.8062,148.8307,145.6812,147.623
08/06/2012,145.1882,146.0583,144.514,145.8053
11/06/2012,147.2663,147.4743,146.4333,147.1832
12/06/2012,147.058,147.3666,146.3616,146.657
13/06/2012,147.1287,147.1339,146.041,146.4182
14/06/2012,146.7064,146.7064,145.712,146.1592
15/06/2012,146.6857,147.289,146.1443,146.5412
18/06/2012,146.4496,146.5526,145.4203,146.0698
19/06/2012,145.757,147.5352,145.6837,147.4036
20/06/2012,146.753,147.0789,144.9939,145.8469
21/06/2012,144.1061,144.5592,141.8885,142.0958
22/06/2012,141.5077,142.274,140.9279,141.8796
25/06/2012,141.4834,142.0569,140.8903,141.9784
26/06/2012,141.4411,141.549,140.5253,140.8911
27/06/2012,140.6623,142.1098,140.45,141.7679
28/06/2012,142.3617,142.8935,140.6656,141.2338
29/06/2012,144.0627,147.4894,144.0417,147.2718
02/07/2012,146.5375,147.2079,146.2545,146.6806
03/07/2012,149.5702,151.5365,149.3507,150.6121
05/07/2012,148.6666,149.9372,147.2856,147.5274
06/07/2012,146.4545,146.8529,144.2341,144.2927
09/07/2012,145.058,145.8632,144.571,145.7246
10/07/2012,145.5905,145.7727,144.051,144.1106
11/07/2012,144.8023,145.4111,144.0226,145.0339
12/07/2012,143.0148,144.0002,142.7483,143.5693
13/07/2012,146.0816,147.0688,145.5589,146.5468
16/07/2012,145.5582,146.7621,145.1167,146.7016
17/07/2012,146.8014,146.9199,144.7249,145.5027
18/07/2012,145.2162,146.2754,144.5102,145.9786
19/07/2012,147.4907,148.2278,147.253,148.1663
20/07/2012,146.2966,146.4136,144.1894,144.7422
23/07/2012,141.8144,142.5647,141.2755,142.3934
24/07/2012,141.9178,142.6997,141.2982,141.5396
25/07/2012,142.3897,143.285,141.8882,142.0992
26/07/2012,142.8634,144.6076,142.5854,142.7319
27/07/2012,144.0679,144.5832,143.3264,144.2431
30/07/2012,144.38,144.724,143.5937,144.5604
31/07/2012,145.2093,145.2502,143.3945,143.6127
01/08/2012,142.9738,143.0494,141.287,141.6673
02/08/2012,141.174,141.8338,139.1293,139.1895
03/08/2012,140.0834,142.1757,139.593,141.7404
06/08/2012,141.4894,142.9409,141.1864,142.8429
07/08/2012,143.9395,144.8391,143.8125,144.6491
08/08/2012,144.1337,144.6898,143.4315,144.3573
09/08/2012,143.7104,144.2229,143.3437,143.6404
10/08/2012,142.2299,142.7532,141.3962,142.1824
13/08/2012,141.5569,141.8098,140.337,140.6782
14/08/2012,141.1811,141.545,140.5809,140.8259
15/08/2012,139.9402,140.5214,139.4249,139.7559
16/08/2012,139.5665,140.9225,139.3375,140.4311
17/08/2012,141.0665,141.816,140.8774,141.6429
20/08/2012,140.2284,140.629,139.5051,140.2068
21/08/2012,141.8181,143.6352,141.6941,142.7604
22/08/2012,143.0045,144.1421,142.4569,143.5808
23/08/2012,145.1138,145.8979,144.7871,145.7145
24/08/2012,144.8726,146.3869,144.8726,146.1344
27/08/2012,145.3301,146.0181,144.9311,146.0181
28/08/2012,145.3079,146.0181,144.5938,145.3484
29/08/2012,144.4631,145.0851,144.1274,144.2889
30/08/2012,144.9083,145.2725,143.1061,143.1955
31/08/2012,143.437,144.112,141.7878,144.0036
04/09/2012,148.8361,148.9219,145.467,145.6418
05/09/2012,145.2749,147.6146,145.145,147.598
06/09/2012,147.8183,148.4943,147.0087,147.6757
07/09/2012,149.6343,152.5718,149.6168,152.2246
10/09/2012,154.0056,155.1031,153.3234,154.7033
11/09/2012,154.429,155.7032,154.3432,155.3623
12/09/2012,156.3424,156.4409,154.2378,155.2163
13/09/2012,155.3524,156.696,154.9116,156.224
14/09/2012,161.2658,162.8069,161.1634,162.7384
17/09/2012,161.6611,161.9994,160.6931,161.365
18/09/2012,160.0777,161.7498,159.7233,160.9467
19/09/2012,161.6244,161.8503,160.5772,161.0772
20/09/2012,158.9516,159.8767,158.688,159.546
21/09/2012,160.7302,161.1885,159.8826,160.5811
24/09/2012,158.4998,158.8484,157.7219,158.3008
25/09/2012,159.5787,160.7835,159.4078,160.2185
26/09/2012,158.5268,158.6304,156.6549,157.2976
27/09/2012,158.7852,159.7022,157.7955,159.2034
28/09/2012,160.5062,160.7065,159.565,159.8674
01/10/2012,158.8426,161.3845,158.7446,161.0141
02/10/2012,161.665,162.3503,159.8789,160.3653
03/10/2012,159.9979,160.2979,159.0363,159.8684
04/10/2012,160.8687,161.1293,159.9902,160.0733
05/10/2012,159.9671,160.7095,159.3078,159.5803
08/10/2012,157.1803,157.4537,156.6246,156.993
09/10/2012,156.5383,157.2334,155.6431,155.8036
10/10/2012,154.1751,154.9178,153.7739,153.9838
11/10/2012,154.9982,155.4856,154.3372,154.6819
12/10/2012,153.155,153.4607,152.0442,152.2045
15/10/2012,151.7275,152.287,150.2954,151.1894
16/10/2012,151.5381,151.6756,150.2223,150.6194
17/10/2012,150.8984,152.9494,150.534,152.7434
18/10/2012,153.4337,153.5506,152.1002,153.4425
19/10/2012,151.8007,152.0503,149.4935,149.7579
22/10/2012,149.2761,149.58,148.1563,148.4059
23/10/2012,146.7333,147.1145,145.7227,146.846
24/10/2012,146.5891,146.9478,145.9977,146.7608
25/10/2012,146.6943,147.3392,145.5979,145.8775
26/10/2012,144.8416,146.6884,144.8301,145.3245
29/10/2012,143.9931,144.34,142.954,143.5931
30/10/2012,145.199,145.2883,144.3576,144.5793
31/10/2012,145.6422,146.1073,144.693,145.0272
01/11/2012,146.4322,147.435,146.3357,146.7532
02/11/2012,146.5575,147.1907,144.5104,144.6784
05/11/2012,143.3687,144.4335,143.343,143.8425
06/11/2012,144.7137,145.8918,144.3454,145.3532
07/11/2012,146.2459,146.2459,143.5228,144.2019
08/11/2012,144.2586,145.3501,144.2291,145.3302
09/11/2012,143.6649,144.4339,142.7616,144.0936
12/11/2012,144.9817,146.3277,144.8645,146.2314
13/11/2012,145.4485,147.3082,144.3608,146.6908
14/11/2012,147.2609,147.3574,146.1116,146.3624
15/11/2012,145.8477,146.745,145.5346,146.1431
16/11/2012,145.065,145.596,144.3543,145.1997
19/11/2012,145.9151,148.1667,145.8744,147.9072
20/11/2012,147.2383,148.2422,146.7999,147.5338
21/11/2012,146.6196,146.9482,145.4684,146.2659
23/11/2012,146.8754,148.6987,146.6305,148.5277
26/11/2012,149.454,149.5648,148.7047,149.1072
27/11/2012,150.138,150.2008,149.1042,150.0246
28/11/2012,149.6189,149.9056,148.2597,149.5472
29/11/2012,151.7521,153.3476,151.702,152.7806
30/11/2012,154.2754,155.1631,153.2732,155.1549
03/12/2012,155.029,156.0066,154.8798,155.5883
04/12/2012,155.1826,155.5212,154.6113,154.6624
05/12/2012,155.2295,155.7458,154.3996,155.4991
06/12/2012,155.5647,155.7995,153.6437,154.0412
07/12/2012,153.5206,154.6545,153.4756,154.4682
10/12/2012,156.4285,157.7716,156.1955,157.307
11/12/2012,157.6067,157.7017,156.3595,156.5629
12/12/2012,157.457,157.7962,156.5688,157.6636
13/12/2012,155.5125,156.5552,155.4436,156.1133
14/12/2012,156.7757,156.9166,156.2139,156.7956
17/12/2012,156.0815,157.6377,154.8859,155.784
18/12/2012,155.7064,156.4005,155.1086,155.6576
19/12/2012,155.8902,155.9231,153.9387,154.4392
20/12/2012,153.4423,153.5008,151.4622,152.3025
21/12/2012,152.5966,153.8551,152.3515,153.2352
24/12/2012,153.4976,153.9292,152.3858,152.4425
26/12/2012,153.5905,154.3059,153.2894,153.2894
27/12/2012,153.9542,154.0873,153.4476,153.8916
28/12/2012,153.3612,153.3861,152.4625,152.5299
31/12/2012,153.0486,154.0093,152.8616,154.0011
02/01/2013,156.7079,159.3278,156.5716,158.8547
03/01/2013,159.5509,159.6065,156.4292,156.5723
04/01/2013,155.274,155.6264,153.9965,154.087
07/01/2013,152.5502,153.8989,152.4126,153.4252
08/01/2013,153.2585,154.1894,152.8198,153.4703
09/01/2013,154.2342,155.6321,153.7446,153.8514
10/01/2013,155.9288,156.0042,154.835,155.4995
11/01/2013,155.1136,155.3794,154.0542,154.0695
14/01/2013,154.4619,154.569,152.0568,152.0568
15/01/2013,151.2657,152.7165,151.2514,152.3841
16/01/2013,150.8703,151.9849,150.8562,151.3823
17/01/2013,151.7857,153.2947,151.5785,153.0639
18/01/2013,154.0223,154.6454,153.2815,153.4905
22/01/2013,153.5761,154.8508,153.4203,154.6271
23/01/2013,155.3367,155.782,154.1849,154.821
24/01/2013,154.0707,155.356,153.6499,154.5793
25/01/2013,154.6894,154.9452,152.9406,153.3644
28/01/2013,153.9261,154.2351,153.3385,153.8154
29/01/2013,153.2791,155.1445,153.2791,154.959
30/01/2013,157.3748,158.3386,155.924,158.2815
31/01/2013,158.3826,158.8682,157.2385,157.5117
01/02/2013,157.6647,159.9415,157.5047,159.8562
04/02/2013,159.396,160.1143,159.1283,159.4266
05/02/2013,159.1947,159.7528,159.1589,159.2729
06/02/2013,158.0816,158.783,157.5301,157.8803
07/02/2013,158.0878,158.2021,157.0307,157.3997
08/02/2013,158.2835,159.5139,158.0388,159.0307
11/02/2013,158.921,158.921,157.5074,157.647
12/02/2013,158.0207,159.0539,157.9432,158.792
13/02/2013,159.3314,159.7822,158.5361,159.0758
14/02/2013,159.4295,159.644,158.6085,159.0555
15/02/2013,159.4128,159.817,158.4261,159.2917
19/02/2013,155.9895,156.4609,154.8108,155.1147
20/02/2013,154.8543,154.8843,153.0543,153.6898
21/02/2013,151.7145,152.8847,150.8007,151.2302
22/02/2013,151.2078,151.4464,149.8938,150.3978
25/02/2013,150.8579,150.8579,149.8348,150.0154
26/02/2013,148.9268,150.7647,148.8961,150.1092
27/02/2013,149.8173,149.948,149.3121,149.6202
28/02/2013,149.3951,149.6465,148.5506,148.6306
01/03/2013,145.8651,147.8357,145.8489,146.6192
04/03/2013,146.9226,147.1923,146.1144,146.1707
05/03/2013,146.9254,147.6876,146.6287,146.8162
06/03/2013,146.3241,146.5714,145.2404,145.3788
07/03/2013,145.6211,147.2391,145.568,146.6737
08/03/2013,146.2452,146.9189,145.644,146.1052
11/03/2013,144.7476,146.3317,144.6861,145.9303
12/03/2013,146.6995,148.3402,146.687,147.6633
13/03/2013,147.7742,148.1787,146.4918,146.6422
14/03/2013,147.2272,147.5086,146.9275,147.3866
15/03/2013,147.8201,147.849,146.0203,146.1379
18/03/2013,143.6921,143.8301,142.9356,143.1221
19/03/2013,143.0954,145.0012,142.2562,142.7216
20/03/2013,143.9105,144.2954,143.6415,143.9829
21/03/2013,144.5739,144.6842,143.2106,143.7218
22/03/2013,144.5819,145.431,144.3717,145.2204
25/03/2013,144.7517,144.7939,143.8938,144.1152
26/03/2013,144.1794,144.904,142.9302,142.9302
27/03/2013,142.3531,143.6616,142.1756,143.2348
28/03/2013,143.2786,143.4828,141.7186,141.8936
01/04/2013,141.1909,141.4311,141.0753,141.4044
02/04/2013,140.5733,141.6159,139.6042,140.0803
03/04/2013,139.6175,140.0666,138.5402,138.7318
04/04/2013,138.5347,140.4036,138.1727,139.746
05/04/2013,139.3136,139.8619,138.8284,139.2458
08/04/2013,140.6528,140.7604,139.7147,139.9735
09/04/2013,140.9169,142.6414,140.9169,142.3323
10/04/2013,141.9789,142.0241,141.0301,141.4179
11/04/2013,140.5466,141.755,140.1163,141.7232
12/04/2013,139.9321,140.1357,137.7455,138.327
15/04/2013,135.3057,137.7675,134.9122,136.9452
16/04/2013,137.9624,139.4119,137.4176,138.8578
17/04/2013,135.9479,136.6471,135.0494,135.7775
18/04/2013,135.3578,136.9671,134.9708,136.7101
19/04/2013,135.7137,135.7349,133.9343,134.7207
22/04/2013,133.9065,134.6631,133.5228,134.5793
23/04/2013,133.3252,134.4453,133.1889,133.6991
24/04/2013,135.093,136.0437,134.619,135.6956
25/04/2013,136.5833,138.8001,136.571,138.0614
26/04/2013,136.9517,137.3151,134.6502,135.0043
29/04/2013,135.9131,136.8389,135.5002,136.5769
30/04/2013,135.3973,135.7429,134.1316,134.699
01/05/2013,132.1603,132.5727,130.4546,130.8145
02/05/2013,132.1206,132.493,130.3949,130.5414
03/05/2013,134.7094,137.3065,134.2701,137.149
06/05/2013,136.893,137.2196,136.6811,137.0783
07/05/2013,136.3021,136.8479,135.2363,136.6835
08/05/2013,139.3401,140.1259,137.8222,138.9256
09/05/2013,137.7775,138.5244,137.2108,137.6106
10/05/2013,137.3926,137.968,135.8255,137.3439
13/05/2013,137.0753,137.6037,136.6096,137.2857
14/05/2013,135.3823,136.0892,135.1043,135.4168
15/05/2013,133.5789,135.3566,132.9418,134.1129
16/05/2013,133.4801,135.5041,133.4801,134.9932
17/05/2013,136.18,136.4231,135.2796,135.4236
20/05/2013,135.5521,137.2853,135.3233,136.7683
21/05/2013,137.4007,137.5261,135.5988,136.4001
22/05/2013,138.2214,138.765,136.7068,137.9683
23/05/2013,135.3017,136.7176,134.4398,135.3381
24/05/2013,135.2028,135.3289,134.6081,134.7827
28/05/2013,135.1503,136.3724,134.9553,135.5642
29/05/2013,135.2148,135.7803,135.0224,135.5258
30/05/2013,136.2713,137.355,135.4933,137.1347
31/05/2013,136.4296,137.2948,135.9178,136.86
03/06/2013,138.3859,138.7096,137.3297,138.578
04/06/2013,138.7864,140.1654,138.686,139.9445
05/06/2013,140.4721,141.4273,139.7013,140.4172
06/06/2013,138.8015,139.4302,138.011,138.7848
07/06/2013,138.9581,139.4471,136.733,137.0224
10/06/2013,135.6051,136.4687,135.4579,135.7491
11/06/2013,133.4826,134.8209,133.0094,133.3249
12/06/2013,133.6386,133.9294,132.8926,133.1817
13/06/2013,132.092,132.7067,131.3915,131.7702
14/06/2013,132.3097,132.8252,132.127,132.4449
17/06/2013,131.6122,132.3842,131.4984,132.0989
18/06/2013,130.8958,131.3156,130.1971,131.128
19/06/2013,131.3576,131.3679,130.2167,130.7015
20/06/2013,128.2644,128.5973,127.5032,127.7015
21/06/2013,128.2636,128.9151,127.9738,128.6722
24/06/2013,126.3996,127.4594,125.7744,126.2184
25/06/2013,128.0594,128.5934,126.5565,127.9095
26/06/2013,126.9041,127.5858,126.5008,126.5091
27/06/2013,126.6425,127.5054,126.2617,127.1289
28/06/2013,127.3437,128.5967,126.9253,127.1304
01/07/2013,129.2505,130.7786,128.7877,130.6892
02/07/2013,130.7752,131.5409,130.3499,130.6799
03/07/2013,129.9855,130.634,129.9466,130.1025
05/07/2013,127.8027,128.3874,126.4085,126.4347
08/07/2013,127.1211,128.5101,126.9901,128.3021
09/07/2013,126.6832,127.8325,125.9744,127.1527
10/07/2013,128.1329,129.2039,128.1329,128.8949
11/07/2013,131.3534,131.7461,129.9286,130.7479
12/07/2013,130.2537,132.4975,130.1515,130.7661
15/07/2013,129.494,130.7309,128.8129,129.2321
16/07/2013,129.3979,130.5162,129.3576,130.4259
17/07/2013,129.6277,130.5517,128.7119,129.0088
18/07/2013,128.8341,129.4914,128.4538,129.1352
19/07/2013,129.8435,130.3671,129.4192,129.9713
22/07/2013,130.9857,132.2737,130.9604,131.2311
23/07/2013,130.9804,131.6354,130.9531,131.5606
24/07/2013,132.3157,132.583,131.3729,131.5784
25/07/2013,130.4693,131.7402,130.0596,130.7669
26/07/2013,129.2711,129.3915,127.9581,128.1255
29/07/2013,128.2746,128.4102,127.6736,127.8136
30/07/2013,126.4227,126.8645,125.8222,125.9096
31/07/2013,126.5959,128.4885,126.3824,128.3007
01/08/2013,129.7393,130.5479,129.1253,129.4446
02/08/2013,129.9797,130.9917,129.4957,129.7415
05/08/2013,129.1761,129.7093,128.8908,129.2964
06/08/2013,129.9154,130.2453,128.7049,128.8251
07/08/2013,127.7778,129.5425,127.5884,129.1549
08/08/2013,132.1414,133.1302,132.1232,132.6744
09/08/2013,134.359,135.3448,134.0677,134.8952
12/08/2013,134.8952,136.1391,134.1426,135.1217
13/08/2013,135.0939,136.3898,134.6059,135.2482
14/08/2013,135.2482,136.2107,134.553,136.1081
15/08/2013,136.1081,136.5113,134.7936,136.2353
16/08/2013,136.2353,138.4034,135.8936,138.298
19/08/2013,138.298,138.3674,136.233,136.6538
20/08/2013,136.6538,136.7506,135.1502,136.6739
21/08/2013,136.6739,136.6739,134.3729,135.18
22/08/2013,135.18,137.1879,135.0411,135.3581
23/08/2013,135.3581,136.4556,134.7289,136.1703
26/08/2013,136.1703,136.8467,135.2859,135.6674
27/08/2013,135.6674,136.5131,134.6213,135.4476
28/08/2013,135.4476,135.9956,133.8672,133.9771
29/08/2013,133.9771,134.1861,131.9782,132.1059
30/08/2013,132.288,132.3226,130.1851,130.5253
03/09/2013,131.5919,132.3053,131.0544,131.7905
04/09/2013,131.6605,131.7186,129.1401,129.59
05/09/2013,129.668,130.3111,129.0298,129.7984
06/09/2013,129.9285,131.9468,129.9285,131.1887
09/09/2013,131.5355,131.9129,130.7101,130.8816
10/09/2013,130.8816,131.2111,129.959,130.0784
11/09/2013,130.3472,130.8751,129.9337,130.1842
12/09/2013,130.0542,130.2456,128.6031,129.5466
13/09/2013,129.5119,129.7668,128.5502,128.9688
16/09/2013,128.9688,129.8004,128.6898,129.0484
17/09/2013,129.0484,129.3479,128.6682,128.8288
18/09/2013,128.6554,130.4649,128.6554,130.1608
19/09/2013,131.0193,133.555,131.0106,133.2192
20/09/2013,133.2192,133.3828,131.2356,131.3317
23/09/2013,131.3317,131.5771,129.8932,131.4264
24/09/2013,131.4264,131.4264,129.216,129.7827
25/09/2013,129.9214,130.6747,129.9214,130.426
26/09/2013,130.426,132.2525,130.1772,131.4957
27/09/2013,131.3483,132.6572,131.1685,132.5451
30/09/2013,132.5451,133.3557,131.9671,132.5752
01/10/2013,132.6619,133.2715,130.0982,130.6045
02/10/2013,130.6045,131.9065,129.4615,131.6928
03/10/2013,131.6928,132.1529,130.0163,130.1171
04/10/2013,130.1171,132.1079,129.7051,131.6889
07/10/2013,131.6889,132.0141,129.3568,131.6752
08/10/2013,131.7098,132.9578,131.6178,131.8467
09/10/2013,131.8467,132.2702,130.1684,130.3637
10/10/2013,130.545,131.4565,130.0958,131.3283
11/10/2013,131.3283,132.2918,130.5718,132.1242
14/10/2013,132.1242,132.9998,131.6959,132.6265
15/10/2013,132.4801,132.9248,131.8077,132.2559
16/10/2013,132.0493,132.8673,130.5093,132.5206
17/10/2013,132.4,132.4,130.5362,132.1129
18/10/2013,132.2162,133.0941,132.1429,132.3378
21/10/2013,132.2087,133.198,132.2087,132.6802
22/10/2013,132.6027,135.0682,132.6027,134.6342
23/10/2013,134.6342,134.6342,131.9325,132.0659
24/10/2013,132.0659,132.6266,131.5154,132.4764
