,BCOMIN Index,,,
,#NAME?,#NAME?,#NAME?,#NAME?
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST
25/10/2013,132.5108,133.2959,131.5707,133.1189
28/10/2013,133.1189,134.0317,132.8162,133.5042
29/10/2013,133.5042,134.3127,132.9045,133.4261
30/10/2013,133.4261,134.8365,133.4261,134.6182
31/10/2013,134.1962,134.3254,132.9886,133.1249
01/11/2013,133.2455,134.1712,132.4661,132.5683
04/11/2013,132.5683,133.2622,130.8353,130.8732
05/11/2013,131.2444,131.6443,130.4812,130.8073
06/11/2013,130.6695,131.669,129.7364,130.1274
07/11/2013,130.3168,130.6909,129.443,130.0204
08/11/2013,130.0204,130.5666,129.0522,129.9255
11/11/2013,129.9978,130.3396,129.3378,129.5393
12/11/2013,129.4464,129.5114,128.3478,128.6456
13/11/2013,128.5699,128.5699,126.8648,127.3308
14/11/2013,127.3308,128.1927,126.7605,127.2369
15/11/2013,127.3347,128.0194,126.9249,127.7489
18/11/2013,127.7489,127.7959,126.7397,126.7641
19/11/2013,126.5577,127.7112,126.2332,127.2608
20/11/2013,127.2608,127.9261,126.8268,126.844
21/11/2013,126.844,129.5258,126.3136,127.2953
22/11/2013,127.2953,128.246,127.2035,127.9633
25/11/2013,127.9805,128.0504,127.4595,127.847
26/11/2013,127.847,128.0733,127.2301,127.2988
27/11/2013,127.2988,127.8126,125.7556,126.1044
29/11/2013,126.1044,127.4633,126.1044,126.7338
02/12/2013,126.708,126.708,125.5206,125.9346
03/12/2013,125.8141,125.8732,125.3273,125.4924
04/12/2013,125.7763,128.2005,125.7199,128.0182
05/12/2013,128.0182,128.3933,127.3051,127.5169
06/12/2013,127.3277,128.6099,127.2719,128.3808
09/12/2013,128.3808,129.4214,127.8487,129.2014
10/12/2013,129.2014,130.6026,129.1156,129.888
11/12/2013,129.8024,131.1843,129.5301,130.9191
12/12/2013,130.9191,131.5607,130.106,130.3756
13/12/2013,130.3756,131.3001,129.8685,131.0286
16/12/2013,131.0286,131.5092,130.5997,131.2281
17/12/2013,131.2281,131.7137,130.8551,131.3043
18/12/2013,131.0992,131.8179,130.8937,131.2409
19/12/2013,131.2409,131.2409,129.773,130.3512
20/12/2013,130.3512,131.8507,130.3512,131.6746
23/12/2013,131.6661,132.0966,131.0631,131.1529
24/12/2013,131.1529,133.2042,131.1529,132.3365
26/12/2013,132.3365,132.798,132.251,132.7552
27/12/2013,132.3536,134.3644,132.3536,133.7758
30/12/2013,133.622,134.6372,133.4738,133.84
31/12/2013,133.7603,133.7688,132.4648,132.9276
02/01/2014,133.0815,134.4621,132.6535,133.0809
03/01/2014,132.9185,132.9185,131.1373,131.2569
06/01/2014,131.2569,131.464,130.1232,131.2465
07/01/2014,131.3405,131.4631,130.6361,131.3204
08/01/2014,131.4059,131.7145,130.6534,130.7201
09/01/2014,130.8578,130.8962,128.8855,128.9974
10/01/2014,128.9801,131.0854,128.9801,130.8722
13/01/2014,130.8722,132.1198,130.5032,131.9836
14/01/2014,131.9133,132.4492,131.2579,131.5123
15/01/2014,131.141,132.9757,130.6374,132.7713
16/01/2014,132.8155,133.5537,132.3609,132.9464
17/01/2014,132.9464,133.8277,132.0332,133.5093
21/01/2014,133.4386,133.4637,131.836,133.2109
22/01/2014,133.2109,133.5008,132.3413,132.6523
23/01/2014,132.6523,132.7172,130.577,130.7817
24/01/2014,130.7817,131.1657,129.9373,130.0364
27/01/2014,129.9127,130.3444,129.0641,129.129
28/01/2014,129.129,129.7779,128.8398,128.9252
29/01/2014,128.9252,129.5623,128.0373,128.1269
30/01/2014,127.9943,128.4921,126.8747,127.2879
31/01/2014,127.2879,127.2879,125.8725,126.39
03/02/2014,126.39,126.39,125.0446,125.2518
04/02/2014,125.2518,126.2099,124.8294,125.5219
05/02/2014,125.5219,126.7408,125.5219,125.7698
06/02/2014,125.7698,127.6054,125.7698,127.3532
07/02/2014,127.3532,128.4658,127.3532,127.9581
10/02/2014,127.9581,128.5511,127.0774,127.3115
11/02/2014,127.2427,127.7382,126.5546,127.1036
12/02/2014,127.1036,128.9429,127.1036,128.8407
13/02/2014,128.8407,129.0274,127.4337,128.5915
14/02/2014,128.5915,129.5717,128.5915,129.2055
18/02/2014,129.2055,130.5639,128.4953,130.377
19/02/2014,130.377,131.3697,130.0111,130.3399
20/02/2014,130.3399,130.3399,129.1117,129.9255
21/02/2014,129.9255,130.3847,129.7208,129.7974
24/02/2014,129.0585,129.368,127.8196,129.2197
25/02/2014,129.2197,129.3864,128.2385,129.1373
26/02/2014,129.1461,129.9631,128.7698,129.0113
27/02/2014,128.5802,129.2107,128.0666,128.9768
28/02/2014,129.0911,129.4076,128.4739,128.8786
03/03/2014,128.5356,128.5444,127.1819,127.8254
04/03/2014,127.8254,130.6783,127.5764,130.5099
05/03/2014,130.5099,131.3978,130.2473,130.5176
06/03/2014,130.261,131.4896,129.8463,131.3912
07/03/2014,131.3912,131.3912,127.5162,127.6859
10/03/2014,127.0525,127.2647,125.4598,126.9713
11/03/2014,127.0504,128.4095,124.6635,124.8165
12/03/2014,124.7021,125.81,123.4254,125.1154
13/03/2014,125.1154,125.4879,123.9328,124.1568
14/03/2014,124.1568,124.9702,123.8112,124.5413
17/03/2014,124.5413,125.2489,123.5512,124.276
18/03/2014,124.3816,125.5059,124.2403,124.9996
19/03/2014,124.8588,126.1175,122.7722,125.8444
20/03/2014,125.8444,125.8444,123.1047,123.4248
21/03/2014,123.4248,125.0118,123.2313,124.3653
24/03/2014,124.3653,124.9735,123.6375,124.3272
25/03/2014,124.3272,126.9782,124.3272,126.3571
26/03/2014,126.2603,126.7206,124.4911,124.5976
27/03/2014,124.5976,125.307,124.2723,125.0337
28/03/2014,125.3856,126.7978,125.2185,126.3087
31/03/2014,126.3087,127.1499,126.0799,126.8625
01/04/2014,126.8625,127.3243,126.3917,127.2461
02/04/2014,127.3957,129.0713,127.295,128.3671
03/04/2014,127.9977,128.6998,127.4612,128.3977
04/04/2014,128.3977,129.8559,128.0862,128.3605
07/04/2014,128.3605,129.5658,127.8127,128.571
08/04/2014,128.6361,129.5928,128.2058,129.0515
09/04/2014,129.0515,129.952,128.1776,129.8679
10/04/2014,129.8714,131.5136,129.7603,131.3694
11/04/2014,131.3308,132.4352,130.9143,131.4101
14/04/2014,131.4101,132.3888,131.4101,132.1111
15/04/2014,132.1111,132.2425,129.284,130.2966
16/04/2014,130.2966,132.7261,129.5896,131.7689
17/04/2014,131.7689,132.4093,131.3876,131.9312
21/04/2014,131.9312,132.0628,131.7206,131.8347
22/04/2014,131.8347,133.1854,131.7334,133.1268
23/04/2014,133.197,133.6635,132.053,132.737
24/04/2014,132.737,134.254,132.737,133.6971
25/04/2014,133.6971,133.98,132.9638,133.2445
28/04/2014,133.2445,134.2054,132.2789,132.4795
29/04/2014,132.4795,132.7105,131.3364,131.6507
30/04/2014,131.6507,131.9584,130.4204,130.6445
01/05/2014,130.6445,130.6445,129.2714,129.9707
02/05/2014,129.8742,131.1204,129.5987,130.9864
05/05/2014,130.9864,131.0829,130.6354,130.6968
06/05/2014,130.7057,131.5288,130.6092,131.0968
07/05/2014,131.0968,131.3425,129.8569,130.2341
08/05/2014,130.2341,132.0003,130.2341,131.6693
09/05/2014,131.6693,133.2211,131.6693,132.4807
12/05/2014,132.6738,136.3693,132.6738,135.7437
13/05/2014,135.6289,136.2411,135.0637,135.32
14/05/2014,135.1709,136.4059,134.4536,135.5412
15/05/2014,135.2604,135.2604,132.1832,132.6287
16/05/2014,132.6287,133.6994,132.3136,132.937
19/05/2014,132.9809,134.9965,132.9544,134.8772
20/05/2014,134.7807,136.4734,133.9625,134.0239
21/05/2014,134.0239,134.0239,132.1412,133.0373
22/05/2014,133.0373,134.5528,133.034,134.3071
23/05/2014,134.3071,135.6275,134.1336,135.0618
27/05/2014,135.2461,135.7888,135.0467,135.4747
28/05/2014,135.4747,136.1792,134.8093,135.2653
29/05/2014,135.0108,135.0108,133.3955,134.3351
30/05/2014,134.3351,135.3691,133.8961,134.1878
02/06/2014,134.1878,135.9694,134.1878,135.5821
03/06/2014,135.5821,135.5968,134.1214,134.8528
04/06/2014,134.5369,134.5369,133.0271,133.6888
05/06/2014,133.6888,134.2604,133.3302,133.9296
06/06/2014,133.8594,134.087,131.8462,133.8361
09/06/2014,133.7869,135.1658,132.891,134.5606
10/06/2014,134.4985,134.5063,133.2153,134.2136
11/06/2014,134.2136,134.6379,132.4916,132.6091
12/06/2014,132.6704,132.698,130.7468,130.9498
13/06/2014,130.9498,132.01,130.9498,131.349
16/06/2014,131.349,132.796,131.349,132.5757
17/06/2014,132.5757,133.8365,132.3702,133.5365
18/06/2014,133.5365,133.9246,133.0184,133.7312
19/06/2014,133.7179,134.4448,132.7569,134.2487
20/06/2014,134.2487,135.2234,134.2487,134.9043
23/06/2014,134.9043,136.153,134.9043,135.5848
24/06/2014,135.5551,135.8888,134.7091,135.3801
25/06/2014,135.3801,136.4408,134.8034,136.3927
26/06/2014,136.3927,136.9957,135.7165,136.7296
27/06/2014,136.6685,137.2048,136.2315,136.4845
30/06/2014,136.4845,137.9215,136.0108,137.6371
01/07/2014,137.5648,137.9586,136.707,137.319
02/07/2014,137.1631,140.5113,136.4823,140.4228
03/07/2014,140.5525,141.3541,139.6883,141.0685
07/07/2014,139.452,140.4176,138.6762,139.9521
08/07/2014,139.5825,142.0987,139.5148,140.9635
09/07/2014,140.4426,141.716,140.3075,140.499
10/07/2014,139.9798,140.7389,138.6703,140.072
11/07/2014,140.1345,140.9469,139.713,140.8944
14/07/2014,140.8672,141.4177,140.0527,140.5194
15/07/2014,140.1229,141.2872,139.7237,140.7934
16/07/2014,141.0386,141.6878,140.3272,140.4474
17/07/2014,140.3145,141.0454,140.0562,140.8353
18/07/2014,140.6223,140.7788,138.6967,139.3325
21/07/2014,139.2443,140.9702,138.8453,140.9408
22/07/2014,141.6051,142.7928,141.3621,142.128
23/07/2014,141.9627,142.4122,141.2693,141.4913
24/07/2014,141.991,143.5329,141.9735,143.0689
25/07/2014,143.1025,144.0459,142.0139,142.0489
28/07/2014,142.0471,142.8133,141.7337,142.1682
29/07/2014,142.1453,142.6476,140.3856,140.4642
30/07/2014,140.4488,142.3261,139.7402,142.2212
31/07/2014,141.8797,142.5358,140.6565,140.6914
01/08/2014,140.98,141.6327,139.485,139.6864
04/08/2014,140.1716,141.969,139.2172,141.7691
05/08/2014,141.6125,141.8619,140.3554,140.6214
06/08/2014,140.2737,140.7487,138.8051,140.3002
07/08/2014,140.4003,140.8805,139.7538,140.4641
08/08/2014,140.1847,140.3248,139.1568,139.6742
11/08/2014,140.0562,140.7174,139.317,139.9899
12/08/2014,139.664,141.3541,139.5811,140.3717
13/08/2014,140.3014,140.3159,138.4556,138.4817
14/08/2014,138.5056,138.9844,137.2536,137.5853
15/08/2014,137.7919,138.3697,137.0863,137.8108
18/08/2014,138.1635,138.7129,137.2138,138.2096
19/08/2014,138.1841,139.4346,138.1841,138.606
20/08/2014,138.7006,141.8329,138.6314,141.723
21/08/2014,141.1679,141.9719,140.8757,141.2345
22/08/2014,141.4746,142.093,141.2804,141.6387
25/08/2014,141.6474,142.0211,141.5083,141.882
26/08/2014,141.6573,142.8541,141.4838,142.1143
27/08/2014,141.8668,141.9954,141.1282,141.8455
28/08/2014,141.823,142.1613,140.1265,140.5527
29/08/2014,140.7982,141.9425,140.4855,141.3574
02/09/2014,141.4184,142.1045,140.9821,141.3007
03/09/2014,141.4312,141.8121,140.5421,140.7281
04/09/2014,141.2947,142.9602,141.1084,142.351
05/09/2014,142.274,142.9476,141.956,142.5483
08/09/2014,142.7474,144.2312,142.5688,142.9581
09/09/2014,142.3977,142.4723,138.8555,139.2356
10/09/2014,139.7872,139.7959,138.1547,138.9812
11/09/2014,139.1603,139.3359,136.9049,137.5152
12/09/2014,137.9323,138.4628,137.3988,137.5987
15/09/2014,136.9353,137.3039,135.7263,135.7437
16/09/2014,136.7417,138.7258,135.4756,138.2061
17/09/2014,138.3384,138.4726,136.8211,137.0981
18/09/2014,136.7516,136.9526,135.4631,135.6624
19/09/2014,135.8554,136.3456,134.9537,135.4405
22/09/2014,134.1668,134.3214,132.8689,133.3195
23/09/2014,133.6515,134.0955,133.0826,133.2935
24/09/2014,133.345,134.4088,132.9625,134.3393
25/09/2014,134.4924,134.5011,133.0521,133.1998
26/09/2014,133.3717,134.1202,132.7398,132.7832
29/09/2014,131.9289,133.5106,131.789,133.3153
30/09/2014,133.4096,134.0251,131.9483,131.957
01/10/2014,131.3803,131.8936,130.5455,131.1778
02/10/2014,131.3476,131.6051,129.3544,129.6481
03/10/2014,130.1921,131.5349,129.6083,130.9046
06/10/2014,131.2906,132.643,130.8544,132.4358
07/10/2014,132.5767,133.458,131.8899,133.3838
08/10/2014,133.0293,133.3267,131.5507,131.9409
09/10/2014,132.7198,133.9603,132.4695,132.925
10/10/2014,132.178,132.7011,131.0108,132.0542
13/10/2014,132.4746,132.7998,132.1204,132.7392
14/10/2014,132.7242,133.8816,132.397,133.6737
15/10/2014,133.2461,133.776,130.2934,130.3888
16/10/2014,130.0613,130.8761,127.7699,128.8176
17/10/2014,129.279,131.157,128.2075,130.9322
20/10/2014,130.7412,131.1577,129.2871,129.983
21/10/2014,129.8197,131.176,128.8854,130.9564
22/10/2014,130.6402,132.0497,130.4861,131.6291
23/10/2014,131.3736,132.0493,131.0399,131.4049
24/10/2014,131.1296,131.6634,130.3757,130.8061
27/10/2014,130.5146,131.4026,130.2065,131.2491
28/10/2014,131.4122,133.0428,131.2347,132.9386
29/10/2014,132.7632,134.8088,132.6925,134.394
30/10/2014,133.497,133.8978,132.1195,133.8371
31/10/2014,133.6346,135.3542,133.3688,133.8956
03/11/2014,133.5932,134.7377,133.3831,134.7291
04/11/2014,134.8258,135.2611,132.0327,132.6726
05/11/2014,132.2836,132.4543,130.2205,132.2028
06/11/2014,132.5362,133.0499,131.631,132.9805
07/11/2014,132.9943,133.6973,132.4737,132.9839
10/11/2014,133.1763,133.214,131.9624,132.0156
11/11/2014,132.2326,133.0154,130.7368,132.926
12/11/2014,132.9019,134.1447,132.5289,133.4169
13/11/2014,133.2459,134.3192,131.7855,131.9624
14/11/2014,131.9844,132.9461,131.1484,132.6981
17/11/2014,132.8876,133.2065,132.161,132.9289
18/11/2014,132.6293,132.9191,131.2274,131.6125
19/11/2014,131.8398,133.5919,131.1696,133.132
20/11/2014,133.0713,133.3267,132.1752,133.2833
21/11/2014,133.3495,135.6416,133.3495,134.7526
24/11/2014,134.5076,135.1454,134.0627,134.1755
25/11/2014,133.9847,134.7743,133.1753,133.4897
26/11/2014,133.4757,133.5622,132.7132,133.1374
28/11/2014,132.0855,132.2646,129.297,129.379
01/12/2014,128.3336,130.9975,127.8274,130.8761
02/12/2014,130.5038,130.8139,128.8387,129.4671
03/12/2014,129.3855,129.7041,128.3572,129.3065
04/12/2014,130.3666,131.4118,129.9106,131.3268
05/12/2014,131.2521,132.1764,130.4461,130.4548
08/12/2014,130.6905,130.8385,129.4025,129.4545
09/12/2014,129.3736,130.7399,128.36,130.1676
10/12/2014,129.9253,130.1334,128.6775,128.6881
11/12/2014,129.1001,129.2825,128.082,128.9918
12/12/2014,129.1864,129.8243,128.7469,129.38
15/12/2014,129.6162,130.222,127.6553,127.6813
16/12/2014,127.7511,127.8781,125.9764,126.2033
17/12/2014,126.516,126.5997,124.5419,126.2582
18/12/2014,126.6198,126.6917,124.913,125.6783
19/12/2014,125.7969,127.3411,125.5844,126.5622
22/12/2014,126.7398,127.357,125.6207,125.7071
23/12/2014,125.9112,126.0075,124.9754,125.0878
24/12/2014,125.6191,125.7065,124.3417,124.4843
26/12/2014,124.5189,124.5708,123.6371,123.8014
29/12/2014,124.6236,124.7003,123.2135,123.4316
30/12/2014,124.0084,124.8232,123.2107,124.3531
31/12/2014,124.6607,125.1023,123.581,123.7539
02/01/2015,124.1121,124.3164,122.8213,123.046
05/01/2015,123.5055,123.5757,120.9554,122.0774
06/01/2015,122.2556,122.5111,121.3816,121.4161
07/01/2015,121.5519,122.2026,120.7835,121.3032
08/01/2015,121.6309,122.6058,120.9216,122.5972
09/01/2015,122.4734,123.2032,121.4854,121.5831
12/01/2015,121.7446,121.814,119.9427,120.6789
13/01/2015,120.6746,120.684,117.6679,117.8385
14/01/2015,113.8522,115.6781,112.6849,114.1199
15/01/2015,116.2414,117.0177,115.171,115.8562
16/01/2015,115.9999,118.7782,115.6269,118.6985
20/01/2015,117.5041,118.5529,116.4471,118.2558
21/01/2015,117.9589,120.1937,116.4637,119.7431
22/01/2015,119.6239,120.0012,118.2301,118.7521
23/01/2015,117.3492,117.9718,115.3188,115.6042
26/01/2015,114.8434,118.1898,113.2552,118.0894
27/01/2015,117.3357,117.9922,115.4811,115.7999
28/01/2015,115.8524,117.2182,115.6221,116.3688
29/01/2015,115.658,115.7157,114.0723,114.8371
30/01/2015,114.5821,117.1786,114.3284,117.1188
02/02/2015,116.9498,118.0053,116.5384,117.3309
03/02/2015,117.9832,120.0914,117.9365,119.6969
04/02/2015,120.0645,120.0745,118.2603,119.3441
05/02/2015,118.5136,119.9679,117.1535,119.6586
06/02/2015,119.9686,120.0956,118.4719,119.4134
09/02/2015,118.9214,119.7722,118.6184,119.2971
10/02/2015,118.952,119.1356,116.8103,117.2621
11/02/2015,117.2701,118.1348,116.2417,116.675
12/02/2015,116.6981,118.7174,116.6489,118.4422
13/02/2015,118.5608,119.5468,118.2484,118.4526
17/02/2015,118.2645,118.4629,116.0633,116.7794
18/02/2015,116.7644,118.2633,116.2022,117.2753
19/02/2015,117.3391,117.396,115.98,117.0007
20/02/2015,116.8626,116.9021,115.6101,115.7824
23/02/2015,116.3842,116.783,115.1043,115.8103
24/02/2015,115.6625,118.5067,115.36,117.6574
25/02/2015,117.7493,117.8259,116.9363,117.323
26/02/2015,117.6232,119.7323,117.5784,118.6564
27/02/2015,118.1663,118.7818,117.4454,118.4395
02/03/2015,118.8773,119.4259,117.7265,117.975
03/03/2015,117.431,117.6077,115.9956,116.5862
04/03/2015,116.8884,117.6121,116.1045,117.0235
05/03/2015,117.1326,118.0955,116.7759,117.0884
06/03/2015,117.097,117.1861,115.9447,116.0143
09/03/2015,115.7972,117.9834,115.7779,117.4827
10/03/2015,117.3183,117.3213,115.3692,115.589
11/03/2015,115.8055,116.3202,114.415,114.4431
12/03/2015,114.8499,116.8302,114.7404,115.7563
13/03/2015,116.6839,116.8693,115.6306,116.5692
16/03/2015,116.619,117.2019,116.1997,116.3563
17/03/2015,116.198,116.4129,114.9098,115.8718
18/03/2015,116.1866,116.1866,113.3271,113.7938
19/03/2015,115.3023,116.5533,114.9394,116.3967
20/03/2015,116.6442,119.9522,116.0201,119.5351
23/03/2015,119.4696,120.6572,119.2122,120.3687
24/03/2015,120.3911,120.6025,119.5308,120.1503
25/03/2015,119.8377,119.9303,118.9632,119.325
26/03/2015,119.3983,122.0316,119.3585,120.0481
27/03/2015,119.248,119.7355,118.1449,118.5553
30/03/2015,118.5249,119.3671,118.2635,118.9327
31/03/2015,118.4127,118.7566,117.1178,117.1676
01/04/2015,117.6503,118.0053,116.1892,117.672
02/04/2015,117.6274,118.4477,117.0307,118.0117
06/04/2015,118.3099,119.9005,117.2065,117.6737
07/04/2015,118.2783,119.0212,117.5241,118.3063
08/04/2015,117.9003,118.4983,117.3402,117.4482
09/04/2015,117.3598,118.106,116.9685,117.3264
10/04/2015,117.5075,119.0615,117.4642,117.8232
13/04/2015,117.8132,118.6536,117.2107,117.2603
14/04/2015,117.0554,117.6779,116.1494,117.3819
15/04/2015,117.3041,118.378,116.7767,118.1539
16/04/2015,118.5814,120.618,118.4965,119.8655
17/04/2015,119.7429,121.0229,119.189,119.417
20/04/2015,120.0768,120.2951,118.3069,118.4779
21/04/2015,118.6051,118.8248,117.6138,118.213
22/04/2015,118.3501,118.7869,117.6483,117.688
23/04/2015,117.9789,117.9789,116.7602,117.551
24/04/2015,117.8538,120.2562,117.5073,120.0949
27/04/2015,120.6328,122.1177,120.3749,121.6502
28/04/2015,121.1596,122.4972,120.774,122.4158
29/04/2015,122.0732,123.0226,121.382,122.8458
30/04/2015,122.7647,126.3817,122.7015,126.3123
01/05/2015,126.1586,127.0319,125.6152,126.6465
04/05/2015,126.141,126.5969,125.9825,126.4681
05/05/2015,126.2254,129.3994,125.778,129.0128
06/05/2015,128.505,129.3201,126.2605,127.1063
07/05/2015,126.6262,127.377,125.7205,126.4409
08/05/2015,126.351,127.3476,125.6689,126.5694
11/05/2015,125.9264,127.1579,125.2876,125.5698
12/05/2015,125.4449,127.0671,125.1348,126.9242
13/05/2015,126.7908,127.5849,125.803,126.1412
14/05/2015,126.0392,126.6035,125.0414,125.2585
15/05/2015,125.2836,125.813,124.0876,125.0171
18/05/2015,125.0108,125.4413,123.4056,123.7125
19/05/2015,123.6571,123.9525,120.526,120.6251
20/05/2015,120.6148,120.897,119.8624,120.1261
21/05/2015,120.6626,121.077,119.8535,120.0973
22/05/2015,120.212,120.5926,118.234,118.866
26/05/2015,119.4902,119.8764,117.7569,117.8263
27/05/2015,118.0977,118.4255,117.0519,117.5784
28/05/2015,118.0628,118.6397,117.6951,118.6199
29/05/2015,118.6255,119.1256,116.4662,116.5882
01/06/2015,116.8829,117.2982,115.8141,116.9217
02/06/2015,116.7971,117.7977,116.2877,116.9272
03/06/2015,117.3492,117.6601,116.4476,117.0347
04/06/2015,116.8988,116.9087,115.5795,115.7734
05/06/2015,115.6785,116.4785,115.0451,116.1235
08/06/2015,116.3291,116.668,115.6025,116.4821
09/06/2015,116.5617,117.9575,116.439,117.0467
10/06/2015,117.1371,118.8099,117.102,117.7902
11/06/2015,117.839,117.931,115.1888,115.6592
12/06/2015,115.5661,115.7223,114.6711,115.4723
15/06/2015,115.1445,115.2235,113.14,114.0594
16/06/2015,114.1074,114.4195,112.7653,112.9619
17/06/2015,113.2312,113.643,112.539,112.5883
18/06/2015,113.2062,113.9357,112.4415,112.4612
19/06/2015,112.6645,112.891,111.1868,111.3723
22/06/2015,111.5291,111.8383,110.7673,111.1732
23/06/2015,112.5954,113.4244,111.8186,112.9634
24/06/2015,112.974,113.7556,112.133,112.798
25/06/2015,112.8631,113.0042,111.7962,112.6992
26/06/2015,112.802,113.2126,112.0661,112.3538
29/06/2015,112.1794,112.3426,110.7128,111.5124
30/06/2015,111.0707,111.4646,109.7324,110.9364
01/07/2015,110.778,112.7413,110.4033,112.3374
02/07/2015,112.4687,113.0962,112.1988,112.2678
06/07/2015,110.5792,110.5792,108.1403,109.2729
07/07/2015,109.4524,109.498,103.8859,105.1933
08/07/2015,104.8823,107.3837,103.1061,107.0164
09/07/2015,107.7216,109.8928,107.487,109.3573
10/07/2015,109.4527,110.0879,108.1847,108.8077
13/07/2015,107.6296,110.0744,107.3683,110.0608
14/07/2015,109.555,109.7683,108.4919,109.6257
15/07/2015,110.0167,111.5137,109.2511,109.606
16/07/2015,109.4086,110.409,109.1724,109.6902
17/07/2015,109.5627,109.9485,108.2796,108.6217
20/07/2015,107.9651,108.5016,107.5619,108.2333
21/07/2015,108.3035,109.1172,107.3524,107.382
22/07/2015,107.4391,107.4391,105.7132,105.9487
23/07/2015,105.5296,106.6606,104.3844,104.483
24/07/2015,103.7366,104.7337,103.3772,104.2135
27/07/2015,104.0019,104.3508,102.6531,103.1418
28/07/2015,103.4965,105.4561,103.4615,105.1054
29/07/2015,105.9515,106.0179,104.6103,105.1534
30/07/2015,105.1851,105.31,103.2887,103.8316
31/07/2015,103.8616,104.2457,102.7632,102.8322
