,SPX Index,,,,
,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
07/10/2005,1191.49,1199.71,1191.46,1195.9,1219120054
10/10/2005,1195.9,1196.52,1186.12,1187.33,1311346969
11/10/2005,1187.33,1193.1,1183.16,1184.87,1352797690
12/10/2005,1184.87,1190.02,1173.65,1177.68,1515735441
13/10/2005,1177.68,1179.56,1168.2,1176.84,1407296623
14/10/2005,1176.84,1187.13,1175.44,1186.57,1267786885
17/10/2005,1186.57,1191.21,1184.48,1190.1,1154793148
18/10/2005,1190.1,1190.1,1178.13,1178.14,1310786852
19/10/2005,1178.14,1195.76,1170.55,1195.76,1633672439
20/10/2005,1195.76,1197.3,1173.3,1177.8,1568858488
21/10/2005,1177.8,1186.46,1174.92,1179.59,1592852725
24/10/2005,1179.59,1199.39,1179.59,1199.38,1310632904
25/10/2005,1199.38,1201.3,1189.29,1196.54,1329584492
26/10/2005,1196.54,1204.01,1191.38,1191.38,1462353170
27/10/2005,1191.38,1192.65,1178.89,1178.9,1328393484
28/10/2005,1178.9,1198.41,1178.9,1198.41,1491828966
31/10/2005,1198.41,1211.43,1198.41,1207.01,1608280900
01/11/2005,1207.01,1207.34,1201.66,1202.76,1530087867
02/11/2005,1202.76,1215.17,1201.07,1214.76,1713474769
03/11/2005,1214.76,1224.7,1214.76,1219.94,1702606544
04/11/2005,1219.94,1222.52,1214.45,1220.14,1253135355
07/11/2005,1220.14,1224.18,1217.29,1222.81,1376612169
08/11/2005,1222.81,1222.81,1216.08,1218.59,1146245576
09/11/2005,1218.59,1226.59,1216.53,1220.65,1225054638
10/11/2005,1220.65,1232.41,1215.05,1230.96,1451202065
11/11/2005,1230.96,1235.7,1230.72,1234.71,1026780852
14/11/2005,1234.72,1237.2,1231.78,1233.76,1073653352
15/11/2005,1233.76,1237.94,1226.41,1229.01,1319076346
16/11/2005,1229.01,1232.24,1227.18,1231.21,1291166523
17/11/2005,1231.21,1242.96,1231.21,1242.8,1365688046
18/11/2005,1242.8,1249.58,1240.71,1248.27,1595964320
21/11/2005,1248.27,1255.89,1246.9,1254.85,1231178251
22/11/2005,1254.85,1261.9,1251.4,1261.23,1388920191
23/11/2005,1261.23,1270.64,1259.51,1265.61,1182972593
25/11/2005,1265.61,1268.78,1265.54,1268.25,468304257
28/11/2005,1268.25,1268.44,1257.17,1257.46,1170447278
29/11/2005,1257.46,1266.18,1257.46,1257.48,1346672599
30/11/2005,1257.48,1260.93,1249.39,1249.48,1415997151
01/12/2005,1249.48,1266.17,1249.48,1264.67,1497262677
02/12/2005,1264.67,1266.85,1261.42,1265.08,1160682769
05/12/2005,1265.08,1265.08,1258.12,1262.09,1249003766
06/12/2005,1262.09,1272.89,1262.09,1263.7,1266630106
07/12/2005,1263.7,1264.85,1253.02,1257.37,1239378348
08/12/2005,1257.37,1263.36,1250.91,1255.84,1332733614
09/12/2005,1255.84,1263.08,1254.24,1259.37,1131735775
12/12/2005,1259.37,1263.86,1255.52,1260.43,1100601106
13/12/2005,1260.43,1272.11,1258.56,1267.43,1435742226
14/12/2005,1267.43,1275.8,1267.07,1272.74,1337718773
15/12/2005,1272.74,1275.17,1267.74,1270.94,1269799156
16/12/2005,1270.94,1275.24,1267.32,1267.32,2028922545
19/12/2005,1267.32,1270.51,1259.28,1259.92,1352821176
20/12/2005,1259.92,1263.86,1257.21,1259.62,1214201616
21/12/2005,1259.62,1269.37,1259.62,1262.8,1161112280
22/12/2005,1262.79,1268.19,1262.5,1268.12,1060537905
23/12/2005,1268.12,1269.76,1265.92,1268.66,681418190
27/12/2005,1268.66,1271.83,1256.54,1256.54,861098383
28/12/2005,1256.54,1261.1,1256.54,1258.17,794303551
29/12/2005,1258.17,1260.61,1254.18,1254.42,766052635
30/12/2005,1254.42,1254.42,1246.59,1248.29,866792007
03/01/2006,1248.29,1270.22,1245.74,1268.8,1501705779
04/01/2006,1268.8,1275.37,1267.74,1273.46,1443697261
05/01/2006,1273.46,1276.91,1270.3,1273.48,1409645559
06/01/2006,1273.48,1286.09,1273.48,1285.45,1530568876
09/01/2006,1285.45,1290.78,1284.82,1290.15,1311984379
10/01/2006,1290.15,1290.15,1283.76,1289.69,1377088313
11/01/2006,1289.72,1294.9,1288.12,1294.18,1429327527
12/01/2006,1294.18,1294.18,1285.04,1286.06,1358635393
13/01/2006,1286.06,1288.96,1282.78,1287.61,1347356369
17/01/2006,1287.61,1287.61,1278.61,1282.93,1303471958
18/01/2006,1282.93,1282.93,1272.08,1277.93,1551151408
19/01/2006,1277.93,1287.79,1277.93,1285.04,1582319461
20/01/2006,1285.04,1285.04,1260.92,1261.48,1833683619
23/01/2006,1261.49,1268.19,1261.49,1263.83,1498230404
24/01/2006,1263.82,1271.47,1263.82,1266.86,1791165006
25/01/2006,1266.86,1271.87,1259.42,1264.68,1846552012
26/01/2006,1264.68,1276.44,1264.68,1273.83,1955488970
27/01/2006,1273.83,1286.38,1273.83,1283.72,1865103531
30/01/2006,1283.72,1287.94,1283.51,1285.2,1580369080
31/01/2006,1285.2,1285.2,1276.85,1280.09,1872274321
01/02/2006,1280.08,1283.33,1277.57,1282.46,1802649006
02/02/2006,1282.46,1282.46,1267.72,1270.84,1724692110
03/02/2006,1270.84,1270.87,1261.02,1264.03,1735331823
06/02/2006,1264.03,1267.04,1261.62,1265.02,1399375600
07/02/2006,1265.02,1265.78,1253.61,1254.78,1640928467
08/02/2006,1254.78,1266.47,1254.78,1265.65,1683878375
09/02/2006,1265.65,1274.56,1262.8,1263.78,1653343270
10/02/2006,1263.82,1269.89,1254.98,1266.99,1482309939
13/02/2006,1266.99,1266.99,1258.34,1262.86,1182304400
14/02/2006,1262.86,1278.21,1260.8,1275.53,1565822687
15/02/2006,1275.53,1281,1271.06,1280,1562703412
16/02/2006,1280,1289.39,1280,1289.38,1508803081
17/02/2006,1289.38,1289.47,1284.07,1287.24,1532545584
21/02/2006,1287.24,1291.92,1281.33,1283.03,1339823144
22/02/2006,1283.03,1294.17,1283.03,1292.67,1543605961
23/02/2006,1292.67,1293.84,1285.14,1287.79,1409005833
24/02/2006,1287.79,1292.11,1285.62,1289.43,1192849028
27/02/2006,1289.43,1297.57,1289.43,1294.12,1306382756
28/02/2006,1294.12,1294.12,1278.66,1280.66,1702255217
01/03/2006,1280.66,1291.8,1280.66,1291.24,1636976645
02/03/2006,1291.24,1291.24,1283.21,1289.14,1670228727
03/03/2006,1289.14,1297.33,1284.2,1287.23,1719897277
06/03/2006,1287.23,1288.23,1275.67,1278.26,1567097204
07/03/2006,1278.26,1278.26,1271.11,1275.88,1476078783
08/03/2006,1275.88,1280.33,1268.42,1278.47,1596793894
09/03/2006,1278.47,1282.74,1272.23,1272.23,1434226242
10/03/2006,1272.23,1284.37,1271.11,1281.58,1393996786
13/03/2006,1281.58,1287.37,1281.58,1284.13,1309150382
14/03/2006,1284.13,1298.14,1282.67,1297.48,1385834113
15/03/2006,1297.48,1304.4,1294.97,1303.02,1603243936
16/03/2006,1303.02,1310.45,1303.02,1305.33,1717401663
17/03/2006,1305.33,1309.79,1305.32,1307.25,2044101660
20/03/2006,1307.25,1310,1303.59,1305.08,1350508086
21/03/2006,1305.08,1310.88,1295.82,1297.23,1632196870
22/03/2006,1297.23,1305.97,1295.81,1305.04,1503020148
23/03/2006,1305.04,1305.04,1298.11,1301.67,1421931804
24/03/2006,1301.67,1306.53,1298.89,1302.95,1391251364
27/03/2006,1302.95,1303.74,1299.09,1301.61,1283767170
28/03/2006,1301.61,1306.24,1291.84,1293.22,1476523420
29/03/2006,1293.23,1305.6,1293.23,1302.89,1638713040
30/03/2006,1302.89,1310.15,1296.72,1300.25,1485552179
31/03/2006,1300.25,1303,1294.83,1294.83,1450587398
03/04/2006,1302.88,1309.19,1296.65,1297.81,1531057794
04/04/2006,1297.81,1307.55,1294.71,1305.94,1470102164
05/04/2006,1305.93,1312.81,1304.82,1311.56,1566152653
06/04/2006,1311.56,1311.99,1302.44,1309.04,1512912224
07/04/2006,1309.04,1314.07,1294.18,1295.5,1403635576
10/04/2006,1295.51,1300.74,1293.17,1296.61,1263768490
11/04/2006,1296.6,1300.71,1282.96,1286.58,1535694826
12/04/2006,1286.57,1290.93,1286.45,1288.13,1237850140
13/04/2006,1288.12,1292.09,1283.37,1289.12,1156474637
17/04/2006,1289.12,1292.45,1280.74,1285.33,1221368426
18/04/2006,1285.33,1309.02,1285.33,1307.65,1772238192
19/04/2006,1307.65,1310.39,1302.79,1309.93,1630647742
20/04/2006,1309.93,1318.16,1306.38,1311.46,1735540101
21/04/2006,1311.46,1317.67,1306.59,1311.28,1803778439
24/04/2006,1311.28,1311.28,1303.79,1308.11,1445341958
25/04/2006,1308.11,1310.79,1299.17,1301.74,1670522677
26/04/2006,1301.74,1310.97,1301.74,1305.41,1632234722
27/04/2006,1305.41,1315,1295.57,1309.72,2028461625
28/04/2006,1309.72,1316.04,1306.16,1310.61,2060295652
01/05/2006,1310.61,1317.21,1303.46,1305.19,1611693212
02/05/2006,1305.19,1313.66,1305.19,1313.21,1562954376
03/05/2006,1313.21,1313.47,1303.92,1307.85,1663722983
04/05/2006,1307.85,1315.14,1307.85,1312.25,1557642085
05/05/2006,1312.25,1326.53,1312.25,1325.76,1553355928
08/05/2006,1325.76,1326.7,1322.87,1324.66,1466261935
09/05/2006,1324.66,1326.6,1322.48,1325.14,1468177024
10/05/2006,1324.57,1325.51,1317.44,1322.85,1489760447
11/05/2006,1322.63,1322.63,1303.45,1305.92,1738457602
12/05/2006,1305.88,1305.88,1290.38,1291.24,1681271079
15/05/2006,1291.19,1294.81,1284.51,1294.5,1575838522
16/05/2006,1294.5,1297.88,1288.51,1292.08,1549716997
17/05/2006,1291.73,1291.73,1267.31,1270.32,1923601117
18/05/2006,1270.25,1274.89,1261.75,1261.81,1663586333
19/05/2006,1261.81,1272.15,1256.28,1267.03,2108292270
22/05/2006,1267.03,1268.77,1252.98,1262.07,1739712780
23/05/2006,1262.06,1273.67,1256.15,1256.58,1720358685
24/05/2006,1256.56,1264.53,1245.34,1258.57,1977568615
25/05/2006,1258.41,1273.26,1258.41,1272.88,1542429617
26/05/2006,1272.71,1280.54,1272.5,1280.16,1162624452
30/05/2006,1280.04,1280.04,1259.84,1259.84,1373203874
31/05/2006,1259.38,1270.09,1259.38,1270.09,1813309717
01/06/2006,1270.05,1285.71,1269.19,1285.71,1582103202
02/06/2006,1285.71,1290.68,1280.22,1288.22,1436238186
05/06/2006,1288.16,1288.16,1264.66,1265.29,1330539939
06/06/2006,1265.23,1269.88,1254.46,1263.85,1707999522
07/06/2006,1263.61,1272.47,1255.77,1256.15,1636552891
08/06/2006,1256.08,1259.85,1235.18,1257.93,2277891723
09/06/2006,1257.93,1262.58,1250.03,1252.3,1384288305
12/06/2006,1252.27,1255.22,1236.2,1236.4,1440971138
13/06/2006,1236.08,1243.37,1222.52,1223.69,2017868941
14/06/2006,1223.66,1231.46,1219.29,1230.04,1784840019
15/06/2006,1230.01,1258.64,1230.01,1256.16,1785055364
16/06/2006,1256.16,1256.27,1246.33,1251.54,1973843770
19/06/2006,1251.54,1255.93,1237.17,1240.14,1368231332
20/06/2006,1240.12,1249.01,1238.87,1240.12,1320049255
21/06/2006,1240.09,1257.96,1240.09,1252.21,1504077984
22/06/2006,1251.92,1251.92,1241.53,1245.6,1347322002
23/06/2006,1245.59,1253.13,1241.43,1244.5,1286995753
26/06/2006,1244.5,1250.92,1243.68,1250.56,1131282526
27/06/2006,1250.55,1253.37,1238.94,1239.2,1421507233
28/06/2006,1238.99,1247.06,1237.59,1246,1321934290
29/06/2006,1245.94,1272.88,1245.94,1272.87,1665943093
30/06/2006,1272.86,1276.3,1270.2,1270.2,1853049223
03/07/2006,1270.06,1280.38,1270.06,1280.19,593124103
05/07/2006,1280.05,1280.05,1265.91,1270.91,1232821520
06/07/2006,1270.58,1278.32,1270.58,1274.08,1204946071
07/07/2006,1274.08,1275.38,1263.13,1265.48,1366352464
10/07/2006,1265.46,1274.06,1264.46,1267.34,1199226944
11/07/2006,1267.26,1273.64,1259.65,1272.52,1592174403
12/07/2006,1272.39,1273.31,1257.29,1258.6,1466381111
13/07/2006,1258.58,1258.58,1241.43,1242.29,1711787216
14/07/2006,1242.29,1242.7,1228.45,1236.2,1538636269
17/07/2006,1236.2,1240.07,1231.49,1234.49,1305274797
18/07/2006,1234.48,1239.86,1224.54,1236.86,1627483040
19/07/2006,1236.74,1261.81,1236.74,1259.81,2013178079
20/07/2006,1259.81,1262.56,1249.13,1249.13,1740581514
21/07/2006,1249.12,1250.96,1238.72,1240.29,2085587478
24/07/2006,1240.25,1262.5,1240.25,1260.91,1506641864
25/07/2006,1260.91,1272.39,1257.19,1268.88,1594820444
26/07/2006,1268.87,1273.89,1261.94,1268.4,1723825125
27/07/2006,1268.2,1275.85,1261.92,1263.2,1683595927
28/07/2006,1263.15,1280.42,1263.15,1278.55,1501446715
31/07/2006,1278.53,1278.66,1274.31,1276.66,1401995569
01/08/2006,1276.66,1276.66,1265.71,1270.92,1232446956
02/08/2006,1270.73,1283.42,1270.73,1278.55,1356451957
03/08/2006,1278.22,1283.96,1271.25,1280.27,1430917058
04/08/2006,1280.26,1292.92,1273.82,1279.36,1373784278
07/08/2006,1279.31,1279.31,1273,1275.77,1075042058
08/08/2006,1275.67,1282.75,1268.37,1271.48,1279031176
09/08/2006,1271.13,1283.74,1264.73,1265.95,1435634943
10/08/2006,1265.72,1272.55,1261.3,1271.81,1212205926
11/08/2006,1271.64,1271.64,1262.08,1266.74,1039576688
14/08/2006,1266.67,1278.9,1266.67,1268.21,1147917524
15/08/2006,1268.19,1286.23,1268.19,1285.58,1249879856
16/08/2006,1285.27,1296.21,1285.27,1295.43,1363590142
17/08/2006,1295.37,1300.78,1292.71,1297.48,1319106917
18/08/2006,1297.48,1302.3,1293.57,1302.3,1242144884
21/08/2006,1302.3,1302.3,1295.51,1297.52,910752334
22/08/2006,1297.52,1302.49,1294.44,1298.82,1024063534
23/08/2006,1298.73,1301.5,1289.49,1292.99,941741944
24/08/2006,1292.97,1297.23,1291.4,1296.06,979675769
25/08/2006,1295.92,1298.88,1292.39,1295.09,851867241
28/08/2006,1295.09,1305.02,1293.97,1301.79,936307069
29/08/2006,1301.57,1305.02,1295.29,1304.28,1129021748
30/08/2006,1303.7,1306.74,1302.15,1304.27,1053881764
31/08/2006,1304.25,1306.11,1302.45,1303.82,1120540997
01/09/2006,1303.8,1312.03,1303.8,1311.01,911618202
05/09/2006,1310.94,1314.67,1308.82,1313.25,1100373731
06/09/2006,1313.04,1313.04,1299.28,1300.26,1175758910
07/09/2006,1300.21,1301.25,1292.13,1294.02,1237138780
08/09/2006,1294.02,1300.14,1294.02,1298.92,1045426091
11/09/2006,1298.86,1302.36,1290.93,1299.54,1292758924
12/09/2006,1299.53,1314.28,1299.53,1313.11,1473414716
13/09/2006,1312.74,1319.92,1311.12,1318.07,1340619072
14/09/2006,1318,1318,1313.25,1316.28,1204098741
15/09/2006,1316.28,1324.65,1316.28,1319.87,1951277039
18/09/2006,1319.85,1324.87,1318.16,1321.18,1221043702
19/09/2006,1321.17,1322.04,1312.17,1318.31,1314657286
20/09/2006,1318.28,1328.53,1318.28,1325.18,1448919518
21/09/2006,1324.89,1328.19,1315.45,1318.03,1386122409
22/09/2006,1318.03,1318.03,1310.94,1314.78,1167142194
25/09/2006,1314.78,1329.35,1311.58,1326.37,1422938072
26/09/2006,1326.35,1336.6,1325.3,1336.34,1434895473
27/09/2006,1336.12,1340.08,1333.54,1336.59,1444296134
28/09/2006,1336.56,1340.28,1333.75,1339.15,1229724730
29/09/2006,1339.15,1339.88,1335.64,1335.85,1116248478
02/10/2006,1335.82,1338.54,1330.28,1331.32,1103572781
03/10/2006,1331.32,1338.31,1327.1,1334.11,1349259538
04/10/2006,1333.81,1350.22,1331.48,1350.22,1495836897
05/10/2006,1349.84,1353.79,1347.75,1353.22,1394586242
06/10/2006,1353.22,1353.22,1344.21,1349.58,1295507804
09/10/2006,1349.58,1352.69,1346.55,1350.66,1006995497
10/10/2006,1350.62,1354.23,1348.6,1353.42,1261923938
11/10/2006,1353.28,1353.97,1343.57,1349.95,1353205167
12/10/2006,1349.94,1363.76,1349.94,1362.83,1349612419
13/10/2006,1362.82,1366.63,1360.5,1365.62,1261075142
16/10/2006,1365.61,1370.2,1364.48,1369.06,1155032896
17/10/2006,1369.05,1369.05,1356.87,1364.05,1267094645
18/10/2006,1363.93,1372.87,1360.95,1365.96,1448010438
19/10/2006,1365.95,1368.09,1362.06,1366.96,1409955206
20/10/2006,1366.94,1368.66,1362.1,1368.6,1456347103
23/10/2006,1368.58,1377.4,1363.94,1377.02,1292967547
24/10/2006,1377.02,1377.78,1372.42,1377.38,1368851134
25/10/2006,1377.36,1383.61,1376,1382.23,1492767768
26/10/2006,1382.21,1389.45,1379.47,1389.09,1363175148
27/10/2006,1388.89,1388.89,1375.85,1377.34,1307947013
30/10/2006,1377.3,1381.22,1373.46,1377.93,1193754845
31/10/2006,1377.93,1381.21,1372.19,1377.94,1379295700
01/11/2006,1377.76,1381.95,1366.26,1367.81,1355118654
02/11/2006,1367.44,1368.39,1362.21,1367.34,1271154732
03/11/2006,1367.31,1371.68,1360.98,1364.3,1154029916
06/11/2006,1364.27,1381.4,1364.27,1379.78,1171571652
07/11/2006,1379.75,1388.19,1379.19,1382.84,1269088497
08/11/2006,1382.5,1388.61,1376.29,1385.72,1375129699
09/11/2006,1385.43,1388.92,1377.31,1378.33,1495369621
10/11/2006,1378.33,1381.04,1375.6,1380.9,1120839031
13/11/2006,1380.58,1387.61,1378.8,1384.42,1076427811
14/11/2006,1384.36,1394.49,1379.07,1393.22,1297987662
15/11/2006,1392.91,1401.35,1392.13,1396.57,1324467485
16/11/2006,1396.53,1403.76,1396.53,1399.76,1250658422
17/11/2006,1399.76,1401.21,1394.55,1401.2,1317691045
20/11/2006,1401.17,1404.37,1397.85,1400.5,1169368951
21/11/2006,1400.43,1403.49,1399.99,1402.81,1160381295
22/11/2006,1402.69,1407.89,1402.26,1406.09,1030366955
24/11/2006,1405.94,1405.94,1399.25,1400.95,393971774
27/11/2006,1400.95,1400.95,1381.44,1381.9,1246777077
28/11/2006,1381.61,1387.91,1377.83,1386.72,1267245538
29/11/2006,1386.11,1401.14,1386.11,1399.48,1239490507
30/11/2006,1399.47,1406.3,1393.83,1400.63,1800721789
01/12/2006,1400.63,1402.46,1385.93,1396.71,1292822739
04/12/2006,1396.67,1411.23,1396.67,1409.12,1183852301
05/12/2006,1409.1,1415.27,1408.78,1414.76,1234416547
06/12/2006,1414.4,1415.93,1411.05,1412.9,1245515402
07/12/2006,1412.86,1418.27,1406.8,1407.29,1222434126
08/12/2006,1407.27,1414.09,1403.67,1409.84,1141769882
11/12/2006,1409.81,1415.6,1408.56,1413.04,1070356136
12/12/2006,1413,1413.78,1404.75,1411.56,1265649482
13/12/2006,1411.32,1416.64,1411.05,1413.21,1163118270
14/12/2006,1413.16,1427.23,1413.16,1425.49,1277040420
15/12/2006,1425.48,1431.63,1425.48,1427.09,1867339939
18/12/2006,1427.08,1431.81,1420.65,1422.48,1237500170
19/12/2006,1422.42,1428.3,1414.88,1425.55,1269361371
20/12/2006,1425.51,1429.05,1423.51,1423.53,1078160624
21/12/2006,1423.2,1426.4,1415.9,1418.3,1078332506
22/12/2006,1418.1,1418.82,1410.28,1410.77,794711310
26/12/2006,1410.75,1417.91,1410.45,1416.9,601839321
27/12/2006,1416.63,1427.72,1416.63,1426.84,752825178
28/12/2006,1426.77,1427.26,1422.05,1424.73,674796276
29/12/2006,1424.71,1427,1416.72,1418.3,796441021
03/01/2007,1418.03,1429.42,1407.86,1416.6,1645484577
04/01/2007,1416.6,1421.84,1408.22,1418.34,1419251437
05/01/2007,1418.34,1418.34,1405.75,1409.71,1378469543
08/01/2007,1409.26,1414.98,1403.97,1412.84,1255274335
09/01/2007,1412.84,1415.61,1405.42,1412.11,1405836809
10/01/2007,1411.94,1415.99,1404.33,1414.85,1336543578
11/01/2007,1414.84,1427.12,1414.84,1423.83,1374171891
12/01/2007,1423.82,1431.23,1422.58,1430.73,1313407264
16/01/2007,1430.73,1433.93,1428.62,1431.9,1280154083
17/01/2007,1431.77,1435.27,1428.57,1430.62,1350642609
18/01/2007,1430.59,1433.3,1424.21,1426.37,1393031390
19/01/2007,1426.35,1431.57,1425.19,1430.5,1414928864
22/01/2007,1430.47,1431.39,1420.4,1422.96,1256427985
23/01/2007,1422.95,1431.33,1421.66,1427.99,1325408064
24/01/2007,1427.96,1440.14,1427.96,1440.13,1363570733
25/01/2007,1440.12,1440.69,1422.34,1423.9,1444536050
26/01/2007,1423.9,1427.27,1416.96,1422.18,1252161230
29/01/2007,1422.03,1426.94,1418.46,1420.62,1246195925
30/01/2007,1420.61,1428.82,1420.61,1428.82,1214081488
31/01/2007,1428.65,1441.61,1424.78,1438.24,1397207701
01/02/2007,1437.9,1446.64,1437.9,1445.94,1383064629
02/02/2007,1445.94,1449.33,1444.49,1448.39,1127931696
05/02/2007,1448.33,1449.38,1443.85,1446.99,1092608040
06/02/2007,1446.98,1450.19,1443.4,1448,1182462026
07/02/2007,1447.41,1452.99,1446.44,1450.02,1190162145
08/02/2007,1449.99,1450.45,1442.81,1448.31,1189614268
09/02/2007,1448.25,1452.45,1433.44,1438.06,1243817510
12/02/2007,1438,1439.11,1431.44,1433.37,975588780
13/02/2007,1433.22,1444.41,1433.22,1444.26,1094243303
14/02/2007,1443.91,1457.65,1443.91,1455.3,1177092222
15/02/2007,1455.15,1457.97,1453.19,1456.81,1062522981
16/02/2007,1456.77,1456.77,1451.57,1455.54,1185811635
20/02/2007,1455.53,1460.53,1449.2,1459.68,1044575622
21/02/2007,1459.6,1459.6,1452.02,1457.63,1114015193
22/02/2007,1457.29,1461.57,1450.51,1456.38,1143797760
23/02/2007,1456.22,1456.22,1448.36,1451.19,1145286136
26/02/2007,1451.04,1456.95,1445.48,1449.38,1239345260
27/02/2007,1449.25,1449.25,1389.42,1399.04,1937794533
28/02/2007,1398.64,1415.89,1396.65,1406.82,1833775426
01/03/2007,1406.8,1409.46,1380.87,1403.17,1839022763
02/03/2007,1403.16,1403.4,1386.87,1387.17,1524952254
05/03/2007,1387.11,1391.86,1373.97,1374.12,1461962624
06/03/2007,1374.06,1397.9,1374.06,1395.41,1451850729
07/03/2007,1395.02,1401.16,1390.64,1391.97,1331529910
08/03/2007,1391.88,1407.93,1391.88,1401.89,1292049158
09/03/2007,1401.89,1410.15,1397.3,1402.85,1189557616
12/03/2007,1402.8,1409.34,1398.4,1406.6,1212963241
13/03/2007,1406.23,1406.23,1377.71,1377.95,1604779214
14/03/2007,1377.86,1388.09,1363.98,1387.17,1708034927
15/03/2007,1387.11,1395.73,1385.16,1392.28,1200293883
16/03/2007,1392.28,1397.51,1383.63,1386.95,1796071019
19/03/2007,1386.95,1403.2,1386.95,1402.06,1086419429
20/03/2007,1402.04,1411.53,1400.7,1410.94,1182479106
21/03/2007,1410.92,1437.77,1409.75,1435.04,1399847478
22/03/2007,1435.04,1437.66,1429.88,1434.54,1286669384
23/03/2007,1434.54,1438.89,1433.21,1436.11,1122459388
26/03/2007,1436.11,1437.65,1423.28,1437.5,1187999551
27/03/2007,1437.49,1437.49,1425.54,1428.61,1146715810
28/03/2007,1428.35,1428.35,1414.07,1417.23,1280593607
29/03/2007,1417.17,1426.24,1413.27,1422.53,1229224700
30/03/2007,1422.52,1429.22,1408.9,1420.86,1257819896
02/04/2007,1420.83,1425.49,1416.37,1424.55,1232983701
03/04/2007,1424.27,1440.57,1424.27,1437.77,1231953075
04/04/2007,1437.75,1440.16,1435.08,1439.37,1100469020
05/04/2007,1438.94,1444.88,1436.67,1443.76,978569052
09/04/2007,1443.77,1448.1,1443.28,1444.61,1022607296
10/04/2007,1444.58,1448.73,1443.99,1448.39,1067219794
11/04/2007,1448.23,1448.39,1436.15,1438.87,1266244301
12/04/2007,1438.87,1448.02,1433.91,1447.8,1194018179
13/04/2007,1447.8,1453.11,1444.15,1452.85,1207377586
16/04/2007,1452.84,1468.62,1452.84,1468.47,1241693806
17/04/2007,1468.47,1474.35,1467.15,1471.48,1319991812
18/04/2007,1471.47,1476.57,1466.41,1472.5,1453289211
19/04/2007,1472.48,1474.23,1464.47,1470.73,1396049915
20/04/2007,1470.69,1484.74,1470.69,1484.35,1776314231
23/04/2007,1483.62,1487.32,1480.19,1480.93,1223794372
24/04/2007,1481.39,1483.82,1473.74,1480.41,1427546814
25/04/2007,1480.28,1496.59,1480.28,1495.42,1555862342
26/04/2007,1494.88,1498.02,1491.17,1494.25,1469502857
27/04/2007,1494.21,1497.32,1488.67,1494.07,1266944088
30/04/2007,1494.75,1497.16,1482.29,1482.37,1347917373
01/05/2007,1483,1487.27,1476.7,1486.3,1459003201
02/05/2007,1486.13,1499.1,1486.13,1495.92,1286470523
03/05/2007,1495.56,1503.34,1495.56,1502.39,1267200365
04/05/2007,1502.35,1510.34,1501.8,1505.62,1422630840
07/05/2007,1505.57,1511,1505.54,1509.48,1028477270
08/05/2007,1509.36,1509.36,1500.66,1507.72,1192953479
09/05/2007,1507.32,1513.8,1503.77,1512.58,1296280306
10/05/2007,1512.33,1512.33,1491.42,1491.47,1263089980
11/05/2007,1491.47,1506.24,1491.47,1505.85,1121728029
14/05/2007,1505.76,1510.9,1498.34,1503.15,1158951810
15/05/2007,1503.11,1514.83,1500.43,1501.19,1368449354
16/05/2007,1500.75,1514.15,1500.75,1514.14,1267105271
17/05/2007,1514.01,1517.14,1509.29,1512.75,1185798610
18/05/2007,1512.74,1522.75,1512.74,1522.75,1402178094
21/05/2007,1522.75,1529.87,1522.71,1525.1,1203079069
