,SPX Index,,,,
,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
14/01/2004,1121.22,1130.75,1121.22,1130.52,1233823735
15/01/2004,1130.52,1137.11,1124.5,1132.05,1475600321
16/01/2004,1132.05,1139.83,1132.05,1139.83,1590225236
20/01/2004,1139.83,1142.93,1135.4,1138.77,1454582704
21/01/2004,1138.77,1149.21,1134.62,1147.62,1414630940
22/01/2004,1147.62,1150.51,1143.01,1143.94,1411447688
23/01/2004,1143.94,1150.31,1136.85,1141.55,1329133205
26/01/2004,1141.55,1155.38,1141,1155.37,1188919905
27/01/2004,1155.37,1155.37,1144.05,1144.05,1388567541
28/01/2004,1144.05,1149.14,1126.5,1128.48,1506356811
29/01/2004,1128.48,1134.39,1122.38,1134.12,1644039393
30/01/2004,1134.11,1134.17,1127.73,1131.13,1330286314
02/02/2004,1131.13,1142.58,1127.87,1135.26,1303193591
03/02/2004,1135.26,1137.44,1131.33,1136.03,1163329467
04/02/2004,1136.03,1136.03,1124.74,1126.53,1426822455
05/02/2004,1126.52,1131.17,1124.44,1128.59,1290655874
06/02/2004,1128.59,1142.79,1128.39,1142.76,1174815330
09/02/2004,1142.76,1144.46,1139.21,1139.81,1000583502
10/02/2004,1139.81,1147.02,1138.7,1145.54,1049083149
11/02/2004,1145.54,1158.89,1142.33,1157.76,1395610487
12/02/2004,1157.76,1157.76,1151.44,1152.11,1109461824
13/02/2004,1152.11,1156.88,1143.23,1145.81,1068075237
17/02/2004,1145.81,1158.98,1145.81,1156.99,1102601525
18/02/2004,1156.99,1157.4,1149.42,1151.82,1066995540
19/02/2004,1151.82,1158.57,1146.83,1147.06,1279756585
20/02/2004,1147.06,1149.81,1139,1144.11,1202903141
23/02/2004,1144.11,1146.69,1136.98,1140.99,1197174463
24/02/2004,1140.99,1144.54,1134.43,1139.09,1277028580
25/02/2004,1139.09,1145.24,1138.71,1143.67,1064477360
26/02/2004,1143.67,1147.23,1138.62,1144.91,1075534982
27/02/2004,1145.8,1151.68,1141.8,1144.94,1228414603
01/03/2004,1144.94,1157.45,1144.94,1155.96,1117725464
02/03/2004,1155.97,1156.54,1147.31,1149.1,1152094565
03/03/2004,1149.1,1152.44,1143.78,1151.04,1023384597
04/03/2004,1151.03,1154.97,1149.81,1154.88,939325481
05/03/2004,1154.87,1163.23,1148.71,1156.87,1178570215
08/03/2004,1156.86,1159.94,1146.97,1147.21,1016295527
09/03/2004,1147.2,1147.32,1136.84,1140.58,1233010544
10/03/2004,1140.58,1141.51,1122.53,1123.89,1344653990
11/03/2004,1123.89,1125.96,1105.87,1106.78,1499825766
12/03/2004,1106.78,1120.63,1106.78,1120.57,1124161187
15/03/2004,1120.57,1120.57,1103.36,1104.49,1165532400
16/03/2004,1104.49,1113.82,1102.61,1110.7,1152027793
17/03/2004,1110.7,1125.76,1110.7,1123.75,1067388398
18/03/2004,1123.75,1125.5,1113.25,1122.32,1071320086
19/03/2004,1122.32,1122.72,1109.69,1109.78,1209138045
22/03/2004,1109.78,1109.78,1089.49,1095.4,1188330142
23/03/2004,1095.4,1101.52,1091.57,1093.95,1163799798
24/03/2004,1093.95,1098.39,1087.06,1091.33,1204137749
25/03/2004,1091.33,1110.38,1091.33,1109.19,1214481930
26/03/2004,1109.19,1115.27,1106.13,1108.06,1038903046
29/03/2004,1108.06,1124.37,1108.06,1122.47,1072020520
30/03/2004,1122.47,1127.6,1119.66,1127,968495779
31/03/2004,1127,1130.83,1121.46,1126.21,1152271436
01/04/2004,1126.21,1135.67,1126.2,1132.17,1186012180
02/04/2004,1132.17,1144.81,1132.17,1141.81,1366115795
05/04/2004,1141.81,1150.57,1141.64,1150.57,1063578756
06/04/2004,1150.57,1150.57,1143.3,1148.16,1021673916
07/04/2004,1148.16,1148.16,1138.41,1140.53,1099231245
08/04/2004,1140.53,1148.97,1134.52,1139.32,971608685
12/04/2004,1139.32,1147.29,1139.32,1145.2,778102904
13/04/2004,1145.2,1147.81,1127.7,1129.44,1030068973
14/04/2004,1129.44,1132.52,1122.15,1128.17,1153324170
15/04/2004,1128.17,1134.08,1120.75,1128.84,1251320484
16/04/2004,1128.84,1136.8,1126.79,1134.61,1160420402
19/04/2004,1134.56,1136.18,1129.84,1135.82,913061474
20/04/2004,1135.82,1139.26,1118.09,1118.15,1146759425
21/04/2004,1118.15,1125.72,1116.03,1124.09,1338228635
22/04/2004,1124.09,1142.77,1121.92,1139.93,1440287033
23/04/2004,1139.93,1141.92,1134.81,1140.6,1163431835
26/04/2004,1140.6,1145.08,1132.91,1135.53,982321952
27/04/2004,1135.53,1146.84,1135.53,1138.11,1151446354
28/04/2004,1138.11,1138.11,1121.7,1122.41,1260874063
29/04/2004,1122.41,1128.8,1108.02,1113.89,1445817245
30/04/2004,1113.89,1119.26,1107.23,1107.31,1289533835
03/05/2004,1107.3,1118.72,1107.3,1117.49,1235887984
04/05/2004,1117.49,1127.74,1112.89,1119.55,1215538057
05/05/2004,1119.55,1125.07,1117.86,1121.53,1075441193
06/05/2004,1121.53,1121.53,1106.3,1113.99,1137689814
07/05/2004,1113.99,1117.33,1098.63,1098.7,1196148825
10/05/2004,1098.7,1098.7,1079.63,1087.12,1398650262
11/05/2004,1087.12,1095.69,1087.12,1095.45,1164508092
12/05/2004,1095.45,1097.55,1076.32,1097.28,1309828769
13/05/2004,1097.28,1102.77,1091.76,1096.44,1100884733
14/05/2004,1096.44,1102.37,1088.24,1095.7,1021480928
17/05/2004,1095.7,1095.7,1079.36,1084.1,1088348118
18/05/2004,1084.1,1094.14,1084.1,1091.49,990034021
19/05/2004,1091.49,1105.93,1088.49,1088.69,1219096427
20/05/2004,1088.68,1092.62,1085.43,1089.19,952735229
21/05/2004,1089.19,1099.7,1089.19,1093.56,1014640880
24/05/2004,1093.56,1101.71,1091.77,1095.41,987333991
25/05/2004,1095.41,1113.8,1090.74,1113.05,1213390056
26/05/2004,1113.05,1116.71,1109.91,1114.94,1096968282
27/05/2004,1114.94,1123.95,1114.86,1121.28,1146107245
28/05/2004,1121.28,1122.69,1118.1,1120.68,902953216
01/06/2004,1120.68,1122.7,1113.32,1121.2,960595733
02/06/2004,1121.2,1128.1,1118.64,1124.99,1002177023
03/06/2004,1124.99,1125.31,1116.56,1116.64,947013698
04/06/2004,1116.64,1129.17,1116.64,1122.5,905594798
07/06/2004,1122.5,1140.54,1122.5,1140.42,953437594
08/06/2004,1140.42,1142.18,1135.45,1142.18,957468750
09/06/2004,1142.18,1142.18,1131.11,1131.33,947015765
10/06/2004,1131.33,1136.47,1131.33,1136.47,867462649
14/06/2004,1136.47,1136.47,1122.16,1125.29,845228187
15/06/2004,1125.29,1137.36,1125.29,1132.01,1082026242
16/06/2004,1132.01,1135.28,1130.55,1133.56,865539155
17/06/2004,1133.56,1133.56,1126.88,1132.05,977364717
18/06/2004,1132.05,1139.08,1129.82,1135.02,1272406433
21/06/2004,1135.02,1138.05,1129.64,1130.3,883437883
22/06/2004,1130.3,1135.05,1124.37,1134.41,1111091977
23/06/2004,1134.41,1145.16,1131.73,1144.06,1161078786
24/06/2004,1144.06,1146.34,1139.94,1140.65,1089599179
25/06/2004,1140.65,1145.97,1134.24,1134.43,1435159141
28/06/2004,1134.43,1142.6,1131.62,1133.35,1059520212
29/06/2004,1133.35,1138.26,1131.81,1136.2,1079891364
30/06/2004,1136.2,1144.22,1133.62,1140.84,1131463564
01/07/2004,1140.84,1140.84,1123.06,1128.94,1213813948
02/07/2004,1128.94,1129.18,1123.26,1125.38,838344137
06/07/2004,1125.38,1125.38,1113.21,1116.21,1103853102
07/07/2004,1116.21,1122.37,1114.92,1118.33,1103084133
08/07/2004,1118.33,1119.12,1108.72,1109.11,1174615476
09/07/2004,1109.11,1115.57,1109.11,1112.81,963201234
12/07/2004,1112.81,1116.11,1106.71,1114.35,895570042
13/07/2004,1114.35,1116.3,1112.99,1115.14,916499633
14/07/2004,1115.14,1119.6,1107.83,1111.47,1273088212
15/07/2004,1111.47,1114.67,1106.6,1106.69,1099043566
16/07/2004,1106.69,1112.17,1101.07,1101.4,1218956194
19/07/2004,1101.39,1105.52,1096.55,1100.91,1084907898
20/07/2004,1100.9,1108.88,1099.1,1108.67,1149235086
21/07/2004,1108.67,1116.27,1093.88,1093.88,1316386703
22/07/2004,1093.88,1099.69,1084.16,1096.85,1292846004
23/07/2004,1096.84,1096.84,1083.49,1086.2,1075877255
26/07/2004,1086.2,1089.82,1078.78,1084.07,1113654112
27/07/2004,1084.07,1096.65,1084.07,1094.83,1254440444
28/07/2004,1094.83,1098.84,1082.17,1095.42,1214870032
29/07/2004,1095.42,1103.71,1095.42,1100.43,1167271019
30/07/2004,1100.43,1103.73,1096.96,1101.72,1029717910
02/08/2004,1101.72,1108.6,1097.34,1106.62,945165937
03/08/2004,1106.62,1106.62,1099.2,1099.69,998924332
04/08/2004,1099.69,1102.45,1092.4,1098.63,1042601593
05/08/2004,1098.63,1098.83,1079.98,1080.7,1059938845
06/08/2004,1080.7,1080.7,1062.23,1063.97,1174259507
09/08/2004,1063.97,1069.46,1063.97,1065.22,819079337
10/08/2004,1065.22,1079.04,1065.22,1079.04,937889591
11/08/2004,1079.04,1079.04,1065.92,1075.8,1123737309
12/08/2004,1075.79,1075.79,1062.82,1063.23,1155868398
13/08/2004,1063.23,1067.58,1060.72,1064.8,947088887
16/08/2004,1064.8,1080.66,1064.8,1079.34,938072172
17/08/2004,1079.34,1086.96,1079.34,1081.71,995384796
18/08/2004,1081.71,1095.17,1078.93,1095.17,1040975213
19/08/2004,1095.17,1095.17,1086.28,1091.23,961692388
20/08/2004,1091.23,1100.26,1089.57,1098.35,907280993
23/08/2004,1098.35,1101.4,1094.73,1095.68,764192179
24/08/2004,1095.68,1100.94,1092.82,1096.19,827948271
25/08/2004,1096.19,1106.29,1093.24,1104.96,907196804
26/08/2004,1104.96,1106.78,1102.43,1105.09,773401466
27/08/2004,1105.09,1109.68,1104.61,1107.77,642361070
30/08/2004,1107.77,1107.77,1099.15,1099.15,636734621
31/08/2004,1099.15,1104.24,1094.72,1104.24,909891543
01/09/2004,1104.24,1109.25,1099.11,1105.91,970508525
02/09/2004,1105.91,1119.11,1105.6,1118.31,941376398
03/09/2004,1118.31,1120.8,1113.57,1113.63,869778726
07/09/2004,1113.63,1124.08,1113.63,1121.3,1022227433
08/09/2004,1121.3,1123.05,1116.27,1116.27,1097766116
09/09/2004,1116.27,1121.3,1113.62,1118.38,1163422590
10/09/2004,1118.38,1125.26,1114.39,1123.92,1132458673
13/09/2004,1123.92,1129.78,1123.35,1125.82,1162238500
14/09/2004,1125.82,1129.46,1124.72,1128.33,1081350590
15/09/2004,1128.33,1128.33,1119.74,1120.37,1144543587
16/09/2004,1120.37,1126.06,1120.37,1123.5,904000769
17/09/2004,1123.5,1130.48,1123.5,1128.55,1332578075
20/09/2004,1128.55,1128.55,1120.34,1122.2,1050784496
21/09/2004,1122.2,1131.54,1122.2,1129.3,1129369836
22/09/2004,1129.3,1129.3,1112.67,1113.56,1219790534
23/09/2004,1113.56,1113.61,1108.05,1108.36,1118760868
24/09/2004,1108.36,1113.81,1108.36,1110.11,1078827665
27/09/2004,1110.11,1110.11,1103.24,1103.52,1037631572
28/09/2004,1103.52,1111.77,1101.29,1110.06,1171766805
29/09/2004,1110.06,1114.8,1107.36,1114.8,1178748171
30/09/2004,1114.8,1116.31,1109.61,1114.58,1497994697
01/10/2004,1114.58,1131.64,1114.58,1131.5,1348596557
04/10/2004,1131.5,1140.19,1131.5,1135.17,1309867871
05/10/2004,1135.17,1137.87,1132.03,1134.48,1175751065
06/10/2004,1134.48,1142.05,1132.94,1142.05,1172571187
07/10/2004,1142.05,1142.05,1130.46,1130.65,1179305759
08/10/2004,1130.65,1132.92,1120.19,1122.14,1097081133
11/10/2004,1122.14,1126.2,1122.14,1124.39,753313431
12/10/2004,1124.39,1124.39,1115.77,1121.84,1114321197
13/10/2004,1121.84,1127.01,1109.63,1113.65,1326750495
14/10/2004,1113.65,1114.97,1102.06,1103.29,1239579953
15/10/2004,1103.29,1113.17,1102.14,1108.2,1425274698
18/10/2004,1108.2,1114.46,1103.33,1114.02,1145296532
19/10/2004,1114.02,1118.03,1103.15,1103.23,1447275199
20/10/2004,1103.23,1104.09,1094.25,1103.66,1402735660
21/10/2004,1103.66,1108.96,1098.47,1106.49,1459716412
22/10/2004,1106.49,1108.32,1095.29,1095.73,1274102286
25/10/2004,1095.74,1096.81,1090.19,1094.81,1138157598
26/10/2004,1094.81,1111.1,1094.81,1111.09,1434474704
27/10/2004,1111.09,1126.29,1107.43,1125.4,1436739753
28/10/2004,1125.34,1130.67,1120.57,1127.44,1339719496
29/10/2004,1127.44,1131.44,1124.62,1130.2,1287300457
01/11/2004,1130.2,1133.43,1127.53,1130.51,1210625922
02/11/2004,1130.51,1140.48,1128.12,1130.55,1413598968
03/11/2004,1130.54,1147.6,1130.54,1143.2,1503984223
04/11/2004,1143.2,1161.67,1142.34,1161.67,1488436478
05/11/2004,1161.67,1170.87,1160.36,1166.17,1479880872
08/11/2004,1166.17,1166.86,1162.32,1164.89,1119268959
09/11/2004,1164.89,1168.97,1162.48,1164.08,1203755731
10/11/2004,1164.08,1169.35,1162.51,1162.91,1306818841
11/11/2004,1162.91,1174.82,1162.91,1173.48,1143113077
12/11/2004,1173.48,1184.17,1171.39,1184.17,1335477062
15/11/2004,1184.17,1184.48,1179.85,1183.82,1191379320
16/11/2004,1183.81,1183.81,1175.32,1175.43,1076111361
17/11/2004,1175.43,1188.46,1175.43,1181.94,1420918427
18/11/2004,1181.94,1184.9,1180.09,1183.55,1243510144
19/11/2004,1183.55,1184,1169.17,1170.34,1291076234
22/11/2004,1170.34,1178.18,1167.89,1177.24,1166183111
23/11/2004,1177.24,1179.52,1171.41,1176.94,1175565915
24/11/2004,1176.94,1182.46,1176.94,1181.76,940016043
26/11/2004,1181.76,1186.62,1181.08,1182.65,397492739
29/11/2004,1182.65,1186.94,1172.37,1178.57,1114509234
30/11/2004,1178.57,1178.66,1173.81,1173.82,1296123860
01/12/2004,1173.78,1191.37,1173.78,1191.37,1470628800
02/12/2004,1191.37,1194.81,1186.66,1190.33,1438085167
03/12/2004,1190.33,1197.46,1187.7,1191.17,1407465267
06/12/2004,1191.17,1192.41,1185.18,1190.25,1140037929
07/12/2004,1190.25,1192.19,1177.07,1177.08,1331573953
08/12/2004,1177.07,1184.05,1176.8,1182.81,1206775093
09/12/2004,1182.81,1190.51,1173.76,1189.24,1440520516
10/12/2004,1189.24,1191.45,1185.24,1188,1206011356
13/12/2004,1188,1198.77,1188,1198.68,1319100424
14/12/2004,1198.68,1205.29,1197.84,1203.38,1436323216
15/12/2004,1203.38,1206.61,1199.44,1205.72,1476578418
16/12/2004,1205.72,1207.97,1198.41,1203.21,1576149220
17/12/2004,1203.21,1203.21,1193.44,1194.22,2142252407
20/12/2004,1194.2,1203.64,1193.36,1194.65,1258258957
21/12/2004,1194.65,1205.93,1194.65,1205.46,1292938986
22/12/2004,1205.45,1211.42,1203.81,1209.57,1226171836
23/12/2004,1209.57,1213.66,1208.71,1210.13,843909553
27/12/2004,1210.13,1214.17,1204.92,1204.92,801178231
28/12/2004,1204.92,1213.54,1204.92,1213.54,824655257
29/12/2004,1213.54,1213.95,1210.95,1213.45,799466415
30/12/2004,1213.45,1216.47,1213.41,1213.55,701661700
31/12/2004,1213.55,1217.33,1211.65,1211.92,675497978
03/01/2005,1211.92,1217.9,1200.3,1202.08,1331432473
04/01/2005,1202.08,1205.84,1185.39,1188.05,1549157901
05/01/2005,1188.05,1192.75,1183.72,1183.74,1425108113
06/01/2005,1183.74,1191.63,1183.23,1187.89,1323133776
07/01/2005,1187.89,1192.2,1182.11,1186.19,1269723321
10/01/2005,1186.19,1194.78,1184.8,1190.24,1211356693
11/01/2005,1190.25,1190.25,1180.43,1182.99,1312716291
12/01/2005,1182.99,1187.98,1175.64,1187.7,1426632564
13/01/2005,1187.7,1187.7,1175.61,1177.45,1348692286
14/01/2005,1177.45,1185.21,1177.45,1184.52,1180372820
18/01/2005,1184.52,1195.98,1180.1,1195.98,1395507524
19/01/2005,1195.98,1195.98,1184.37,1184.63,1336948576
20/01/2005,1184.63,1184.63,1173.39,1175.41,1454533537
21/01/2005,1175.41,1179.55,1167.82,1167.87,1400218597
24/01/2005,1167.87,1173.17,1163.75,1163.75,1306612416
25/01/2005,1163.75,1174.3,1163.75,1168.41,1356478419
26/01/2005,1168.41,1175.99,1168.41,1174.07,1400503878
27/01/2005,1174.07,1177.5,1170.15,1174.55,1428516099
28/01/2005,1174.55,1175.63,1166.3,1171.36,1525742319
31/01/2005,1171.36,1182.07,1171.36,1181.27,1415377666
01/02/2005,1181.27,1190.39,1180.95,1189.41,1418296640
02/02/2005,1189.41,1195.25,1188.92,1193.19,1371508395
03/02/2005,1193.19,1193.19,1185.63,1189.89,1310913888
04/02/2005,1189.89,1203.47,1189.67,1203.03,1361307177
07/02/2005,1203.03,1204.15,1199.27,1201.72,1100662518
08/02/2005,1201.72,1205.11,1200.16,1202.3,1219724536
09/02/2005,1202.3,1203.83,1191.54,1191.99,1258474920
10/02/2005,1191.99,1198.75,1191.54,1197.01,1232687764
11/02/2005,1197.01,1208.38,1193.28,1205.3,1323938006
14/02/2005,1205.3,1206.93,1203.59,1206.14,1069252201
15/02/2005,1206.14,1212.44,1205.52,1210.13,1293831006
16/02/2005,1210.12,1212.44,1205.06,1210.34,1269866830
17/02/2005,1210.34,1211.33,1200.74,1200.75,1307937737
18/02/2005,1200.75,1202.92,1197.35,1201.59,1316269010
22/02/2005,1201.59,1202.48,1184.16,1184.16,1459573776
23/02/2005,1184.16,1193.52,1184.16,1190.8,1292037010
24/02/2005,1190.8,1200.42,1187.8,1200.2,1308915462
25/02/2005,1200.2,1212.15,1199.61,1211.37,1200269746
28/02/2005,1211.37,1211.37,1198.13,1203.6,1503236061
01/03/2005,1203.6,1212.25,1203.6,1210.41,1359526838
02/03/2005,1210.41,1215.79,1204.22,1210.08,1273521245
03/03/2005,1210.08,1215.72,1204.45,1210.47,1285119122
04/03/2005,1210.47,1224.76,1210.47,1222.13,1295557414
07/03/2005,1222.12,1229.11,1222.12,1225.31,1260902036
08/03/2005,1225.31,1225.69,1218.57,1219.43,1236028727
09/03/2005,1219.43,1219.43,1206.66,1207.01,1406883554
10/03/2005,1207.01,1211.23,1201.41,1209.25,1251574315
11/03/2005,1209.25,1213.04,1198.15,1200.08,1211972571
14/03/2005,1200.08,1206.83,1199.51,1206.83,1171182161
15/03/2005,1206.83,1210.54,1197.75,1197.75,1213972151
16/03/2005,1197.75,1197.75,1185.61,1188.07,1363243644
17/03/2005,1188.07,1193.28,1186.34,1190.21,1269109549
18/03/2005,1190.21,1191.98,1182.78,1189.65,2234392165
21/03/2005,1189.65,1189.65,1178.82,1183.79,1193766733
22/03/2005,1183.78,1189.59,1171.63,1171.71,1434285595
23/03/2005,1171.71,1176.26,1168.7,1172.53,1494453238
24/03/2005,1172.53,1180.11,1171.42,1171.42,1117860559
28/03/2005,1171.42,1179.91,1171.42,1174.28,1096357153
29/03/2005,1174.28,1179.39,1163.69,1165.36,1425816250
30/03/2005,1165.36,1181.54,1165.36,1181.41,1385020193
31/03/2005,1181.41,1184.53,1179.49,1180.59,1389551372
01/04/2005,1180.59,1189.8,1169.91,1172.92,1456758657
04/04/2005,1172.79,1178.61,1167.72,1176.12,1395829460
05/04/2005,1176.12,1183.56,1176.12,1181.39,1261278167
06/04/2005,1181.39,1189.34,1181.39,1184.07,1230509045
07/04/2005,1184.07,1191.88,1183.81,1191.14,1287071336
08/04/2005,1191.14,1191.75,1181.13,1181.2,1064170552
11/04/2005,1181.2,1184.07,1178.69,1181.21,1002477233
12/04/2005,1181.21,1190.17,1170.85,1187.76,1362495182
13/04/2005,1187.76,1187.76,1171.4,1173.79,1361452940
14/04/2005,1173.79,1174.67,1161.7,1162.05,1598148271
15/04/2005,1162.05,1162.05,1141.92,1142.62,1952303289
18/04/2005,1142.62,1148.92,1139.8,1145.98,1489496203
19/04/2005,1145.98,1154.67,1145.98,1152.78,1491039300
20/04/2005,1152.78,1155.5,1136.15,1137.5,1646048982
21/04/2005,1137.5,1159.95,1137.5,1159.95,1575835301
22/04/2005,1159.95,1159.95,1142.95,1152.12,1404079629
25/04/2005,1152.12,1164.05,1152.12,1162.1,1176584276
26/04/2005,1162.1,1164.8,1151.74,1151.74,1255972149
27/04/2005,1151.74,1159.87,1144.42,1156.38,1364420459
28/04/2005,1156.38,1156.38,1143.22,1143.22,1418034510
29/04/2005,1143.22,1156.97,1139.19,1156.85,1587663034
02/05/2005,1156.85,1162.87,1154.71,1162.16,1237556457
03/05/2005,1162.16,1166.89,1156.71,1161.17,1474275157
04/05/2005,1161.17,1176.01,1161.17,1175.65,1502250166
05/05/2005,1175.65,1178.62,1166.77,1172.63,1281359688
06/05/2005,1172.63,1177.75,1170.5,1171.35,1139354340
09/05/2005,1171.35,1178.87,1169.38,1178.84,1152413737
10/05/2005,1178.84,1178.84,1162.98,1166.22,1210244153
11/05/2005,1166.22,1171.77,1157.71,1171.11,1211658296
12/05/2005,1171.11,1173.37,1157.76,1159.36,1312048010
13/05/2005,1159.36,1163.75,1146.18,1154.05,1457080701
16/05/2005,1154.05,1165.75,1153.64,1165.69,1145071634
17/05/2005,1165.69,1174.35,1159.86,1173.8,1260149879
18/05/2005,1173.8,1187.9,1173.8,1185.56,1520873202
19/05/2005,1185.56,1191.09,1184.49,1191.08,1162373032
20/05/2005,1191.08,1191.22,1185.19,1189.28,1099482931
23/05/2005,1189.28,1197.44,1188.76,1193.86,1094107650
24/05/2005,1193.86,1195.29,1189.87,1194.07,1110695222
25/05/2005,1194.07,1194.07,1185.96,1190.01,1083075843
26/05/2005,1190.01,1198.95,1190.01,1197.63,1080118583
27/05/2005,1197.62,1199.56,1195.28,1198.78,818122862
31/05/2005,1198.78,1198.78,1191.5,1191.5,1241496983
01/06/2005,1191.5,1205.64,1191.03,1202.27,1157923772
02/06/2005,1202.27,1204.67,1198.42,1204.29,1155457505
03/06/2005,1204.29,1205.09,1194.55,1196.02,1058905904
06/06/2005,1196.02,1198.78,1192.75,1197.51,932011718
07/06/2005,1197.51,1208.85,1197.26,1197.26,1188626553
08/06/2005,1197.26,1201.97,1193.33,1194.67,1087534956
09/06/2005,1194.67,1201.86,1191.09,1200.93,1195180756
10/06/2005,1200.93,1202.79,1192.64,1198.11,1043452482
13/06/2005,1198.11,1206.03,1194.51,1200.82,1018980944
14/06/2005,1200.82,1207.53,1200.18,1203.91,1054812636
15/06/2005,1203.91,1208.08,1198.66,1206.58,1150939257
16/06/2005,1206.55,1212.1,1205.47,1210.96,1143473977
17/06/2005,1210.93,1219.55,1210.93,1216.96,1714615133
20/06/2005,1216.96,1219.1,1210.65,1216.1,1008331174
21/06/2005,1216.1,1217.13,1211.86,1213.61,1091629652
22/06/2005,1213.61,1219.59,1211.69,1213.88,1108800188
23/06/2005,1213.88,1216.45,1200.72,1200.73,1394394970
24/06/2005,1200.73,1200.9,1191.45,1191.57,1620087729
27/06/2005,1191.57,1194.33,1188.3,1190.69,1095616148
28/06/2005,1190.69,1202.54,1190.69,1201.57,1107209336
29/06/2005,1201.57,1204.07,1198.7,1199.85,1129244814
30/06/2005,1199.85,1203.27,1190.51,1191.33,1419204353
01/07/2005,1191.33,1197.89,1191.33,1194.44,1012321600
05/07/2005,1194.44,1206.34,1192.49,1204.99,1131105164
06/07/2005,1204.99,1206.11,1194.78,1194.94,1219043486
07/07/2005,1194.94,1198.46,1183.55,1197.87,1298719250
08/07/2005,1197.87,1212.73,1197.2,1211.86,1187909267
11/07/2005,1211.86,1220.03,1211.86,1219.44,1151612924
12/07/2005,1219.44,1225.54,1216.6,1222.21,1191641124
13/07/2005,1222.21,1224.46,1219.64,1223.29,1110431710
14/07/2005,1223.29,1233.16,1223.29,1226.5,1340130422
15/07/2005,1226.5,1229.53,1223.5,1227.92,1160522123
18/07/2005,1227.92,1227.92,1221.13,1221.13,975976178
19/07/2005,1221.13,1230.34,1221.13,1229.35,1336903692
20/07/2005,1229.35,1236.56,1222.91,1235.2,1447459440
21/07/2005,1235.2,1235.83,1224.7,1227.04,1423722556
22/07/2005,1227.04,1234.19,1226.15,1233.68,1150629189
25/07/2005,1233.68,1238.36,1228.15,1229.03,1060786265
26/07/2005,1229.03,1234.42,1229.03,1231.16,1200607415
27/07/2005,1231.16,1237.64,1230.15,1236.79,1214472721
28/07/2005,1236.79,1245.15,1235.81,1243.72,1180174673
29/07/2005,1243.72,1245.04,1234.18,1234.18,1116628261
01/08/2005,1234.18,1239.1,1233.8,1235.35,1042216520
02/08/2005,1235.35,1244.69,1235.35,1244.12,1263876064
03/08/2005,1244.12,1245.86,1240.57,1245.05,1258635461
04/08/2005,1245.04,1245.04,1235.15,1235.86,1167561882
05/08/2005,1235.86,1235.86,1225.62,1226.42,1119059716
08/08/2005,1226.42,1232.28,1222.67,1223.13,1038696947
09/08/2005,1223.13,1234.11,1223.13,1231.38,1090499427
10/08/2005,1231.38,1242.69,1226.58,1229.13,1313655512
11/08/2005,1229.13,1237.81,1228.33,1237.81,1154096466
12/08/2005,1237.81,1237.81,1225.87,1230.39,1168830224
15/08/2005,1230.4,1236.24,1226.2,1233.87,947582128
16/08/2005,1233.87,1233.87,1219.05,1219.34,1099780085
17/08/2005,1219.34,1225.63,1218.07,1220.24,1146556066
18/08/2005,1220.24,1222.64,1215.93,1219.02,1041639145
19/08/2005,1219.02,1225.08,1219.02,1219.71,994125952
22/08/2005,1219.71,1228.96,1216.47,1221.73,948108398
23/08/2005,1221.73,1223.04,1214.44,1217.57,1006454988
24/08/2005,1217.57,1224.15,1209.37,1209.59,1194329452
25/08/2005,1209.59,1213.73,1209.57,1212.4,930978504
26/08/2005,1212.4,1212.4,1204.23,1205.1,915863673
29/08/2005,1205.1,1214.28,1201.53,1212.28,931331141
30/08/2005,1212.28,1212.28,1201.07,1208.41,1131300968
31/08/2005,1208.41,1220.36,1204.4,1220.33,1395756845
01/09/2005,1220.33,1227.29,1216.18,1221.59,1355815955
02/09/2005,1221.59,1224.45,1217.75,1218.02,975361822
06/09/2005,1218.02,1233.61,1218.02,1233.39,1088294054
07/09/2005,1233.39,1237.06,1230.93,1236.36,1162252436
08/09/2005,1236.36,1236.36,1229.51,1231.67,1226864433
09/09/2005,1231.67,1243.13,1231.67,1241.48,1215165645
12/09/2005,1241.48,1242.6,1239.15,1240.56,1254184949
13/09/2005,1240.57,1240.57,1231.2,1231.2,1282063112
14/09/2005,1231.2,1234.74,1226.16,1227.16,1211598319
15/09/2005,1227.16,1231.88,1224.85,1227.73,1237276482
16/09/2005,1228.42,1237.95,1228.42,1237.91,2424138016
19/09/2005,1237.91,1237.91,1227.65,1231.02,1212308696
20/09/2005,1231.02,1236.49,1220.07,1221.35,1350241472
21/09/2005,1221.34,1221.52,1209.89,1210.2,1454601617
22/09/2005,1210.2,1216.64,1205.35,1214.62,1375599519
23/09/2005,1214.62,1218.83,1209.8,1215.29,1241209265
26/09/2005,1215.29,1222.56,1211.84,1215.63,1226018860
27/09/2005,1215.63,1220.17,1211.11,1215.66,1180372085
28/09/2005,1215.66,1220.98,1212.72,1216.89,1276466353
29/09/2005,1216.89,1228.7,1211.54,1227.68,1304351558
30/09/2005,1227.68,1229.57,1225.22,1228.81,1222160279
03/10/2005,1228.81,1233.34,1225.15,1226.7,1261715139
04/10/2005,1226.7,1229.88,1214.02,1214.47,1537125266
05/10/2005,1214.47,1214.47,1196.25,1196.39,1515204467
06/10/2005,1196.39,1202.14,1181.92,1191.49,1639595378
