,GBPUSD BGN Curncy,,,
,#NAME?,#NAME?,#NAME?,#NAME?
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST
04/05/2011,1.6487,1.6574,1.6453,1.6488
05/05/2011,1.6488,1.6544,1.6359,1.6389
06/05/2011,1.6389,1.6464,1.6355,1.6367
09/05/2011,1.6381,1.6407,1.6271,1.6404
10/05/2011,1.6404,1.6421,1.6317,1.6366
11/05/2011,1.6366,1.6517,1.6322,1.6345
12/05/2011,1.6345,1.638,1.6235,1.6291
13/05/2011,1.6291,1.6308,1.6147,1.6197
16/05/2011,1.6204,1.6255,1.616,1.6192
17/05/2011,1.6192,1.6304,1.6175,1.6252
18/05/2011,1.6252,1.6288,1.6106,1.6168
19/05/2011,1.6168,1.6243,1.6131,1.6237
20/05/2011,1.6237,1.6305,1.6167,1.6229
23/05/2011,1.6229,1.6239,1.6088,1.6123
24/05/2011,1.6123,1.6209,1.6058,1.6181
25/05/2011,1.6181,1.6294,1.6132,1.6274
26/05/2011,1.6274,1.6405,1.6268,1.6405
27/05/2011,1.6405,1.6514,1.6379,1.651
30/05/2011,1.6467,1.6514,1.645,1.6475
31/05/2011,1.6475,1.6547,1.6424,1.6448
01/06/2011,1.6448,1.6496,1.6331,1.6334
02/06/2011,1.6334,1.6418,1.6306,1.6371
03/06/2011,1.6371,1.6439,1.6286,1.6426
06/06/2011,1.6427,1.6461,1.6341,1.6357
07/06/2011,1.6357,1.6473,1.6325,1.6447
08/06/2011,1.6447,1.6451,1.6348,1.6404
09/06/2011,1.6404,1.6467,1.6359,1.6366
10/06/2011,1.6366,1.6384,1.6218,1.6227
13/06/2011,1.6232,1.639,1.6211,1.6377
14/06/2011,1.6377,1.6442,1.6356,1.6371
15/06/2011,1.6371,1.6383,1.6168,1.6194
16/06/2011,1.6194,1.6226,1.6079,1.6158
17/06/2011,1.6158,1.62,1.6094,1.6194
20/06/2011,1.6157,1.6235,1.611,1.6202
21/06/2011,1.6202,1.6255,1.6167,1.6245
22/06/2011,1.6245,1.6263,1.6061,1.6071
23/06/2011,1.6071,1.6075,1.5939,1.6006
24/06/2011,1.6006,1.6047,1.5951,1.5959
27/06/2011,1.5985,1.6012,1.5914,1.599
28/06/2011,1.599,1.6045,1.5911,1.6001
29/06/2011,1.6001,1.6075,1.597,1.6062
30/06/2011,1.6062,1.6119,1.5973,1.6053
01/07/2011,1.6053,1.6096,1.5988,1.6074
04/07/2011,1.6049,1.6141,1.6047,1.6084
05/07/2011,1.6084,1.6128,1.5991,1.6061
06/07/2011,1.6061,1.6091,1.5948,1.6004
07/07/2011,1.6004,1.6018,1.5944,1.5974
08/07/2011,1.5974,1.6079,1.5932,1.6059
11/07/2011,1.601,1.6056,1.5883,1.5907
12/07/2011,1.5907,1.5949,1.5781,1.5913
13/07/2011,1.5913,1.6121,1.5906,1.6107
14/07/2011,1.6106,1.6194,1.6095,1.614
15/07/2011,1.6141,1.6177,1.6077,1.6136
18/07/2011,1.6141,1.6152,1.6006,1.6058
19/07/2011,1.6058,1.6178,1.6041,1.6123
20/07/2011,1.6123,1.6167,1.6069,1.6154
21/07/2011,1.6154,1.6334,1.6121,1.6331
22/07/2011,1.6331,1.6341,1.6265,1.63
25/07/2011,1.6318,1.6344,1.6262,1.6277
26/07/2011,1.6277,1.6429,1.6266,1.6405
27/07/2011,1.6405,1.6439,1.6313,1.6331
28/07/2011,1.6331,1.6384,1.6294,1.6374
29/07/2011,1.6374,1.6471,1.6261,1.6426
01/08/2011,1.6418,1.6476,1.6238,1.6296
02/08/2011,1.6296,1.6329,1.6224,1.6298
03/08/2011,1.6298,1.6431,1.6251,1.6427
04/08/2011,1.6427,1.644,1.6246,1.6258
05/08/2011,1.6258,1.6397,1.6229,1.6391
08/08/2011,1.6385,1.6478,1.6297,1.6318
09/08/2011,1.6318,1.6411,1.6176,1.6316
10/08/2011,1.6316,1.6336,1.6123,1.6134
11/08/2011,1.6134,1.624,1.6111,1.6239
12/08/2011,1.6239,1.6313,1.6167,1.6278
15/08/2011,1.628,1.6409,1.6256,1.639
16/08/2011,1.639,1.6477,1.6323,1.6456
17/08/2011,1.6456,1.6592,1.6349,1.6543
18/08/2011,1.6543,1.6555,1.6421,1.6516
19/08/2011,1.6516,1.6618,1.6445,1.6465
22/08/2011,1.6467,1.6521,1.6436,1.6453
23/08/2011,1.6453,1.6573,1.6448,1.6495
24/08/2011,1.6495,1.6534,1.6366,1.6374
25/08/2011,1.6374,1.6397,1.6261,1.6281
26/08/2011,1.6281,1.6379,1.6208,1.6368
29/08/2011,1.6346,1.6455,1.6325,1.6408
30/08/2011,1.6409,1.642,1.6255,1.6299
31/08/2011,1.6299,1.6334,1.6231,1.625
01/09/2011,1.625,1.6261,1.6132,1.6179
02/09/2011,1.6179,1.6254,1.6172,1.6217
05/09/2011,1.6197,1.6203,1.6062,1.6118
06/09/2011,1.6118,1.6201,1.5921,1.5942
07/09/2011,1.5942,1.604,1.5919,1.5991
08/09/2011,1.5991,1.6083,1.5913,1.5958
09/09/2011,1.5958,1.5991,1.5844,1.5883
12/09/2011,1.5887,1.5907,1.5773,1.5862
13/09/2011,1.5862,1.587,1.5762,1.5779
14/09/2011,1.5779,1.5815,1.5707,1.5768
15/09/2011,1.5768,1.5869,1.5731,1.58
16/09/2011,1.58,1.5841,1.5745,1.5791
19/09/2011,1.5742,1.5765,1.5633,1.5705
20/09/2011,1.5704,1.5748,1.5655,1.5737
21/09/2011,1.5737,1.5747,1.5487,1.55
22/09/2011,1.55,1.552,1.5328,1.5343
23/09/2011,1.5343,1.5492,1.5333,1.5449
26/09/2011,1.5452,1.5571,1.5433,1.5565
27/09/2011,1.5565,1.5706,1.5526,1.5634
28/09/2011,1.5634,1.5678,1.5565,1.5575
29/09/2011,1.5575,1.5716,1.5543,1.5628
30/09/2011,1.5628,1.5666,1.5533,1.5584
03/10/2011,1.5589,1.5597,1.5428,1.5432
04/10/2011,1.5432,1.5496,1.5341,1.5488
05/10/2011,1.5488,1.5494,1.5394,1.546
06/10/2011,1.546,1.5502,1.5272,1.5445
07/10/2011,1.5445,1.5646,1.5423,1.5562
10/10/2011,1.5555,1.5689,1.5525,1.5668
11/10/2011,1.5668,1.5671,1.5575,1.5577
12/10/2011,1.5576,1.5798,1.5543,1.5752
13/10/2011,1.5752,1.5785,1.5667,1.5766
14/10/2011,1.5766,1.5853,1.5722,1.582
17/10/2011,1.5817,1.5848,1.5731,1.5744
18/10/2011,1.5744,1.5822,1.5632,1.5713
19/10/2011,1.5713,1.5848,1.5695,1.5774
20/10/2011,1.5774,1.5804,1.5681,1.5791
21/10/2011,1.5791,1.5974,1.5754,1.5953
24/10/2011,1.5934,1.6008,1.59,1.5998
25/10/2011,1.5998,1.6039,1.5957,1.6001
26/10/2011,1.6001,1.6042,1.5891,1.5975
27/10/2011,1.5975,1.6142,1.5955,1.6099
28/10/2011,1.6099,1.6152,1.6071,1.613
31/10/2011,1.6113,1.6167,1.5965,1.6087
01/11/2011,1.6087,1.6097,1.589,1.5949
02/11/2011,1.5949,1.6048,1.5917,1.5949
03/11/2011,1.5949,1.6062,1.5877,1.6041
04/11/2011,1.6041,1.6064,1.5946,1.6033
07/11/2011,1.6023,1.6079,1.598,1.6057
08/11/2011,1.6057,1.6131,1.6036,1.6089
09/11/2011,1.6089,1.612,1.5905,1.5917
10/11/2011,1.5917,1.5985,1.5869,1.5935
11/11/2011,1.5935,1.6094,1.5896,1.6065
14/11/2011,1.6069,1.6096,1.5881,1.591
15/11/2011,1.591,1.5932,1.58,1.5822
16/11/2011,1.5822,1.5828,1.5722,1.5732
17/11/2011,1.5732,1.5813,1.5691,1.5755
18/11/2011,1.5755,1.5889,1.5738,1.5806
21/11/2011,1.5801,1.5806,1.5613,1.5642
22/11/2011,1.5642,1.5692,1.5582,1.5634
23/11/2011,1.5634,1.5656,1.5495,1.5525
24/11/2011,1.5525,1.5566,1.5485,1.5496
25/11/2011,1.5496,1.5519,1.5423,1.5439
28/11/2011,1.5479,1.5595,1.5459,1.551
29/11/2011,1.551,1.5657,1.547,1.5597
30/11/2011,1.5597,1.578,1.5526,1.5704
01/12/2011,1.5704,1.5756,1.5637,1.569
02/12/2011,1.569,1.5726,1.5577,1.5597
05/12/2011,1.5614,1.5717,1.5587,1.5648
06/12/2011,1.5648,1.5664,1.5561,1.56
07/12/2011,1.56,1.5722,1.5595,1.571
08/12/2011,1.5711,1.577,1.561,1.5629
09/12/2011,1.5629,1.5735,1.5585,1.5671
12/12/2011,1.5661,1.5662,1.5538,1.5584
13/12/2011,1.5584,1.563,1.5452,1.5479
14/12/2011,1.548,1.5532,1.5409,1.5466
15/12/2011,1.5466,1.553,1.5434,1.5514
16/12/2011,1.5514,1.5557,1.5484,1.5545
19/12/2011,1.5537,1.5547,1.5465,1.5499
20/12/2011,1.5499,1.5701,1.5497,1.5663
21/12/2011,1.5663,1.5774,1.5648,1.5676
22/12/2011,1.5676,1.5728,1.5649,1.5679
23/12/2011,1.5678,1.5708,1.5582,1.5588
26/12/2011,1.5609,1.5648,1.5584,1.5631
27/12/2011,1.5631,1.5681,1.5596,1.5671
28/12/2011,1.5671,1.5692,1.5442,1.5459
29/12/2011,1.5459,1.5476,1.5362,1.5416
30/12/2011,1.5416,1.5572,1.5402,1.5543
02/01/2012,1.5526,1.5545,1.5469,1.5514
03/01/2012,1.5514,1.567,1.5502,1.5649
04/01/2012,1.5649,1.5669,1.558,1.562
05/01/2012,1.562,1.5629,1.5468,1.5495
06/01/2012,1.5495,1.5526,1.5376,1.5426
09/01/2012,1.5403,1.547,1.5396,1.5458
10/01/2012,1.5459,1.5501,1.5447,1.5484
11/01/2012,1.5484,1.5492,1.5309,1.5329
12/01/2012,1.5329,1.5368,1.5279,1.5333
13/01/2012,1.5333,1.541,1.5235,1.5318
16/01/2012,1.5299,1.5353,1.5273,1.5325
17/01/2012,1.5325,1.5405,1.5311,1.5335
18/01/2012,1.5335,1.5442,1.5328,1.5438
19/01/2012,1.5439,1.5493,1.5416,1.5488
20/01/2012,1.5488,1.5579,1.5451,1.5576
23/01/2012,1.5549,1.5603,1.5517,1.5567
24/01/2012,1.5567,1.5626,1.5533,1.5626
25/01/2012,1.5626,1.5679,1.5534,1.5658
26/01/2012,1.5658,1.5735,1.5651,1.569
27/01/2012,1.569,1.574,1.5642,1.5729
30/01/2012,1.573,1.5739,1.5654,1.571
31/01/2012,1.571,1.5797,1.5699,1.576
01/02/2012,1.576,1.5883,1.5707,1.5834
02/02/2012,1.5833,1.5859,1.5795,1.5806
03/02/2012,1.5806,1.5861,1.575,1.5815
06/02/2012,1.5819,1.5842,1.573,1.5821
07/02/2012,1.5821,1.5906,1.5789,1.5896
08/02/2012,1.5896,1.5929,1.5797,1.5818
09/02/2012,1.5818,1.5886,1.5793,1.5818
10/02/2012,1.5818,1.5849,1.573,1.5755
13/02/2012,1.5758,1.5827,1.5758,1.5767
14/02/2012,1.5767,1.5771,1.5645,1.5692
15/02/2012,1.5692,1.5736,1.567,1.5693
16/02/2012,1.5693,1.5817,1.5656,1.58
17/02/2012,1.58,1.5862,1.579,1.5827
20/02/2012,1.5838,1.5881,1.5834,1.5851
21/02/2012,1.5851,1.5865,1.5773,1.5778
22/02/2012,1.5778,1.5815,1.5649,1.5669
23/02/2012,1.5668,1.5748,1.565,1.5745
24/02/2012,1.5745,1.59,1.5722,1.5875
27/02/2012,1.5876,1.5902,1.581,1.5824
28/02/2012,1.5824,1.5908,1.58,1.5901
29/02/2012,1.5901,1.5993,1.5899,1.5917
01/03/2012,1.5917,1.5975,1.5897,1.5957
02/03/2012,1.5957,1.5967,1.5824,1.5835
05/03/2012,1.5836,1.5877,1.5786,1.5865
06/03/2012,1.5865,1.5883,1.5697,1.5717
07/03/2012,1.5717,1.5759,1.5698,1.5742
08/03/2012,1.5742,1.5834,1.5725,1.5831
09/03/2012,1.5831,1.5834,1.5663,1.5674
12/03/2012,1.5675,1.5696,1.5603,1.5641
13/03/2012,1.5641,1.5748,1.5621,1.5705
14/03/2012,1.5705,1.5744,1.565,1.5675
15/03/2012,1.5675,1.5737,1.5634,1.5711
16/03/2012,1.5711,1.5861,1.5694,1.5844
19/03/2012,1.584,1.5914,1.5815,1.5894
20/03/2012,1.5893,1.59,1.5831,1.5863
21/03/2012,1.5863,1.5923,1.5817,1.5873
22/03/2012,1.5873,1.5893,1.5771,1.5821
23/03/2012,1.582,1.5909,1.5806,1.5869
26/03/2012,1.587,1.5974,1.5801,1.5971
27/03/2012,1.5971,1.6001,1.5943,1.5951
28/03/2012,1.5951,1.5965,1.5842,1.5889
29/03/2012,1.5889,1.5959,1.5861,1.5958
30/03/2012,1.5958,1.6037,1.5947,1.6008
02/04/2012,1.6042,1.6063,1.5979,1.6024
03/04/2012,1.6024,1.6047,1.5892,1.5913
04/04/2012,1.5913,1.5918,1.5833,1.589
05/04/2012,1.589,1.5909,1.5805,1.5828
06/04/2012,1.5827,1.5892,1.5823,1.5871
09/04/2012,1.5886,1.5914,1.5836,1.5892
10/04/2012,1.5892,1.5931,1.5809,1.5862
11/04/2012,1.5862,1.5938,1.5852,1.5907
12/04/2012,1.5907,1.5986,1.5904,1.596
13/04/2012,1.596,1.597,1.5841,1.5847
16/04/2012,1.5852,1.5911,1.5819,1.59
17/04/2012,1.59,1.5971,1.5863,1.5924
18/04/2012,1.5924,1.6043,1.5895,1.6023
19/04/2012,1.6022,1.6079,1.6009,1.6052
20/04/2012,1.6052,1.6149,1.6039,1.6122
23/04/2012,1.6123,1.6135,1.6077,1.6132
24/04/2012,1.6132,1.6164,1.611,1.6144
25/04/2012,1.6144,1.6183,1.6082,1.6163
26/04/2012,1.6163,1.6207,1.6159,1.6186
27/04/2012,1.6185,1.6281,1.6154,1.6265
30/04/2012,1.6273,1.6302,1.6222,1.6234
01/05/2012,1.6234,1.6248,1.6187,1.6221
02/05/2012,1.6221,1.6239,1.6161,1.62
03/05/2012,1.62,1.6216,1.616,1.6178
04/05/2012,1.6178,1.6203,1.6142,1.6151
07/05/2012,1.6137,1.6197,1.6115,1.619
08/05/2012,1.619,1.6199,1.6125,1.6158
09/05/2012,1.6158,1.6163,1.6067,1.6128
10/05/2012,1.6128,1.6182,1.6092,1.6146
11/05/2012,1.6146,1.6154,1.6062,1.6069
14/05/2012,1.6068,1.6123,1.6052,1.6092
15/05/2012,1.6092,1.6114,1.5989,1.5993
16/05/2012,1.5993,1.6,1.5889,1.591
17/05/2012,1.591,1.5933,1.5786,1.5797
18/05/2012,1.5797,1.5838,1.5733,1.5817
21/05/2012,1.581,1.5841,1.578,1.5835
22/05/2012,1.5835,1.5848,1.5742,1.5762
23/05/2012,1.5762,1.5771,1.5676,1.5692
24/05/2012,1.5692,1.5727,1.5639,1.5671
25/05/2012,1.5671,1.57,1.5631,1.5666
28/05/2012,1.5693,1.5717,1.5673,1.5682
29/05/2012,1.5682,1.5717,1.5608,1.5641
30/05/2012,1.5641,1.5646,1.5475,1.5478
31/05/2012,1.5478,1.5526,1.5361,1.5405
01/06/2012,1.5405,1.5439,1.5269,1.5363
04/06/2012,1.5361,1.5416,1.5343,1.5384
05/06/2012,1.5384,1.5408,1.5322,1.5383
06/06/2012,1.5383,1.5516,1.5372,1.5497
07/06/2012,1.5497,1.5601,1.543,1.5528
08/06/2012,1.5528,1.5537,1.5404,1.5474
11/06/2012,1.5553,1.5582,1.5468,1.5486
12/06/2012,1.5486,1.5591,1.5454,1.557
13/06/2012,1.557,1.5598,1.5505,1.5505
14/06/2012,1.5505,1.5564,1.5473,1.5563
15/06/2012,1.5563,1.5728,1.5476,1.5715
18/06/2012,1.5729,1.5793,1.5637,1.5666
19/06/2012,1.5666,1.5757,1.5615,1.5725
20/06/2012,1.5725,1.5777,1.5652,1.5718
21/06/2012,1.5718,1.5734,1.5578,1.5592
22/06/2012,1.5592,1.5635,1.5557,1.5588
25/06/2012,1.5578,1.5595,1.5539,1.5574
26/06/2012,1.5574,1.5651,1.5564,1.5642
27/06/2012,1.5642,1.5643,1.5546,1.5568
28/06/2012,1.5568,1.5624,1.5485,1.5519
29/06/2012,1.5519,1.5716,1.5506,1.5707
02/07/2012,1.5686,1.5722,1.5642,1.5691
03/07/2012,1.5691,1.5714,1.5658,1.5689
04/07/2012,1.5689,1.5693,1.5575,1.5589
05/07/2012,1.5589,1.5623,1.55,1.5525
06/07/2012,1.5525,1.5551,1.5461,1.5495
09/07/2012,1.55,1.5535,1.547,1.5527
10/07/2012,1.5527,1.5549,1.5479,1.552
11/07/2012,1.552,1.5578,1.5486,1.5501
12/07/2012,1.5501,1.5517,1.5394,1.5428
13/07/2012,1.5428,1.558,1.5414,1.5575
16/07/2012,1.5554,1.5654,1.5518,1.5637
17/07/2012,1.5637,1.5678,1.5554,1.5654
18/07/2012,1.5654,1.5669,1.5582,1.5653
19/07/2012,1.5653,1.5738,1.5637,1.5725
20/07/2012,1.5725,1.5726,1.5612,1.5623
23/07/2012,1.5608,1.5626,1.5486,1.5507
24/07/2012,1.5507,1.5552,1.5487,1.5506
25/07/2012,1.5506,1.5552,1.5459,1.5498
26/07/2012,1.5498,1.5724,1.5471,1.5687
27/07/2012,1.5687,1.5768,1.5667,1.5748
30/07/2012,1.5714,1.5756,1.5673,1.571
31/07/2012,1.571,1.573,1.5626,1.5678
01/08/2012,1.5678,1.5691,1.553,1.5536
02/08/2012,1.5536,1.5679,1.5491,1.5515
03/08/2012,1.5515,1.5657,1.5505,1.564
06/08/2012,1.5639,1.5666,1.5547,1.5603
07/08/2012,1.5603,1.5684,1.5564,1.5621
08/08/2012,1.5621,1.5677,1.5573,1.5656
09/08/2012,1.5656,1.5686,1.5606,1.5638
10/08/2012,1.5638,1.5701,1.5578,1.569
13/08/2012,1.5684,1.5717,1.5657,1.5684
14/08/2012,1.5684,1.5729,1.5671,1.5677
15/08/2012,1.5677,1.5702,1.5661,1.5683
16/08/2012,1.5683,1.5745,1.5637,1.5733
17/08/2012,1.5733,1.5739,1.5674,1.5697
20/08/2012,1.57,1.5717,1.5678,1.5712
21/08/2012,1.5712,1.5804,1.5704,1.5787
22/08/2012,1.5787,1.5882,1.5767,1.5881
23/08/2012,1.5881,1.5912,1.5858,1.5861
24/08/2012,1.5861,1.5869,1.5803,1.581
27/08/2012,1.5811,1.5829,1.5792,1.5794
28/08/2012,1.5794,1.5836,1.5755,1.5819
29/08/2012,1.5819,1.5855,1.5803,1.5833
30/08/2012,1.5833,1.5875,1.5771,1.5785
31/08/2012,1.5785,1.5896,1.5778,1.5866
03/09/2012,1.5871,1.5899,1.585,1.5886
04/09/2012,1.5886,1.591,1.5859,1.587
05/09/2012,1.587,1.5934,1.5826,1.5902
06/09/2012,1.5902,1.5943,1.5882,1.5932
07/09/2012,1.5932,1.6034,1.5923,1.601
10/09/2012,1.6015,1.602,1.596,1.599
11/09/2012,1.599,1.6084,1.5982,1.607
12/09/2012,1.607,1.6131,1.6064,1.6107
13/09/2012,1.6107,1.6174,1.6076,1.6155
14/09/2012,1.6155,1.6256,1.6143,1.6217
17/09/2012,1.623,1.6273,1.6209,1.6251
18/09/2012,1.6251,1.6267,1.6221,1.6244
19/09/2012,1.6244,1.6271,1.6185,1.6222
20/09/2012,1.6222,1.6236,1.6164,1.6215
21/09/2012,1.6215,1.6309,1.6213,1.623
24/09/2012,1.6249,1.6251,1.6182,1.6219
25/09/2012,1.6218,1.6268,1.6182,1.6188
26/09/2012,1.6188,1.6209,1.6137,1.6165
27/09/2012,1.6165,1.6244,1.616,1.6235
28/09/2012,1.6235,1.6273,1.6113,1.6167
01/10/2012,1.6169,1.6175,1.6109,1.613
02/10/2012,1.613,1.6187,1.6125,1.6134
03/10/2012,1.6134,1.6142,1.6067,1.6076
04/10/2012,1.6076,1.6202,1.6073,1.6191
05/10/2012,1.6191,1.6217,1.6123,1.6136
08/10/2012,1.6123,1.6144,1.6021,1.6027
09/10/2012,1.6027,1.6046,1.5977,1.6003
10/10/2012,1.6003,1.6034,1.5977,1.6006
11/10/2012,1.6006,1.6054,1.5985,1.6045
12/10/2012,1.6045,1.6097,1.6019,1.6072
15/10/2012,1.6077,1.6083,1.6021,1.6071
16/10/2012,1.6071,1.6133,1.6061,1.6111
17/10/2012,1.6111,1.6178,1.6109,1.6149
18/10/2012,1.6149,1.6171,1.6042,1.6044
19/10/2012,1.6044,1.6067,1.5997,1.6004
22/10/2012,1.6012,1.6052,1.5991,1.6016
23/10/2012,1.6016,1.6024,1.5914,1.5953
24/10/2012,1.5953,1.6048,1.5936,1.6038
25/10/2012,1.6038,1.6143,1.6027,1.6118
26/10/2012,1.6118,1.6141,1.6081,1.6105
29/10/2012,1.6107,1.6125,1.6007,1.6033
30/10/2012,1.6033,1.6086,1.6021,1.6073
31/10/2012,1.6073,1.6139,1.6068,1.6129
01/11/2012,1.6129,1.6175,1.612,1.613
02/11/2012,1.613,1.6135,1.6008,1.6021
05/11/2012,1.6016,1.604,1.5958,1.5979
06/11/2012,1.5979,1.6008,1.5965,1.5997
07/11/2012,1.5997,1.6043,1.5955,1.5985
08/11/2012,1.5985,1.6005,1.593,1.5984
09/11/2012,1.5984,1.6019,1.5888,1.5896
12/11/2012,1.5901,1.5915,1.5865,1.5877
13/11/2012,1.5877,1.5916,1.5858,1.5871
14/11/2012,1.5871,1.5901,1.5839,1.5841
15/11/2012,1.5841,1.5879,1.5829,1.5867
16/11/2012,1.5867,1.5902,1.5836,1.5883
19/11/2012,1.5884,1.5924,1.5881,1.5909
20/11/2012,1.5909,1.5936,1.5892,1.5927
21/11/2012,1.5927,1.5956,1.5883,1.5952
22/11/2012,1.5952,1.5978,1.5919,1.5937
23/11/2012,1.5938,1.6051,1.5928,1.6028
26/11/2012,1.6031,1.6039,1.5997,1.6027
27/11/2012,1.6027,1.6056,1.601,1.6022
28/11/2012,1.6022,1.6027,1.5962,1.6014
29/11/2012,1.6014,1.6048,1.6002,1.6041
30/11/2012,1.6041,1.6063,1.5989,1.6013
03/12/2012,1.6009,1.6116,1.6001,1.6091
04/12/2012,1.6091,1.6131,1.6087,1.6101
05/12/2012,1.6101,1.6119,1.6083,1.6097
06/12/2012,1.6097,1.6128,1.604,1.6051
07/12/2012,1.6051,1.6061,1.6003,1.6039
10/12/2012,1.6026,1.6097,1.6014,1.6075
11/12/2012,1.6075,1.6122,1.6069,1.6115
12/12/2012,1.6115,1.6172,1.6095,1.6149
13/12/2012,1.6149,1.6154,1.6085,1.6112
14/12/2012,1.6112,1.6178,1.6104,1.6174
17/12/2012,1.6165,1.6216,1.6153,1.6204
18/12/2012,1.6204,1.6269,1.6195,1.6252
19/12/2012,1.6252,1.6307,1.6243,1.6247
20/12/2012,1.6247,1.6296,1.6239,1.6279
21/12/2012,1.6279,1.6285,1.6152,1.6172
24/12/2012,1.6171,1.6206,1.6101,1.6123
25/12/2012,1.6123,1.6143,1.6102,1.6125
26/12/2012,1.6125,1.6171,1.6109,1.6138
27/12/2012,1.6138,1.6203,1.6067,1.61
28/12/2012,1.61,1.6171,1.6079,1.6153
31/12/2012,1.6171,1.6274,1.6134,1.6255
01/01/2013,1.6255,1.6279,1.6221,1.6249
02/01/2013,1.6249,1.6381,1.6226,1.6255
03/01/2013,1.6255,1.6256,1.6092,1.6107
04/01/2013,1.6107,1.6109,1.601,1.6069
07/01/2013,1.6074,1.6118,1.6021,1.6116
08/01/2013,1.6116,1.6129,1.6029,1.6056
09/01/2013,1.6056,1.6075,1.5993,1.6023
10/01/2013,1.6023,1.6168,1.6005,1.6168
11/01/2013,1.6168,1.6179,1.6089,1.6132
14/01/2013,1.6129,1.6155,1.6032,1.6078
15/01/2013,1.6078,1.6101,1.6033,1.6065
16/01/2013,1.6065,1.6081,1.5976,1.6007
17/01/2013,1.6007,1.6039,1.5955,1.5993
18/01/2013,1.5993,1.6007,1.5854,1.587
21/01/2013,1.5865,1.5893,1.5806,1.583
22/01/2013,1.583,1.5883,1.581,1.5839
23/01/2013,1.5839,1.5892,1.5802,1.5845
24/01/2013,1.5845,1.5851,1.5757,1.5791
25/01/2013,1.5791,1.5827,1.5746,1.5799
28/01/2013,1.5803,1.5803,1.5675,1.5695
29/01/2013,1.5695,1.5773,1.5686,1.5763
30/01/2013,1.5763,1.5817,1.5726,1.5801
31/01/2013,1.5801,1.5875,1.5775,1.5857
01/02/2013,1.5857,1.5879,1.569,1.5693
04/02/2013,1.5695,1.5772,1.5682,1.576
05/02/2013,1.576,1.5805,1.5631,1.5659
06/02/2013,1.5659,1.5678,1.5632,1.5662
07/02/2013,1.5662,1.5769,1.5646,1.5716
08/02/2013,1.5716,1.5845,1.5705,1.5801
11/02/2013,1.5793,1.581,1.5653,1.5659
12/02/2013,1.5659,1.5671,1.5573,1.5663
13/02/2013,1.5663,1.5689,1.5524,1.5542
14/02/2013,1.5542,1.5543,1.5475,1.5494
15/02/2013,1.5494,1.555,1.5462,1.5518
18/02/2013,1.5516,1.5517,1.5438,1.5465
19/02/2013,1.5465,1.5504,1.5415,1.5425
20/02/2013,1.5425,1.5451,1.5193,1.5234
21/02/2013,1.5234,1.5274,1.5132,1.5254
22/02/2013,1.5254,1.5321,1.5162,1.5163
25/02/2013,1.5129,1.52,1.5073,1.5163
26/02/2013,1.5163,1.5219,1.5113,1.5125
27/02/2013,1.5125,1.5188,1.5081,1.5159
28/02/2013,1.5159,1.5222,1.5149,1.5163
01/03/2013,1.5163,1.5186,1.4986,1.5038
04/03/2013,1.5026,1.5117,1.5,1.5115
05/03/2013,1.5115,1.5199,1.5094,1.5127
06/03/2013,1.5127,1.5155,1.5016,1.5018
07/03/2013,1.5018,1.5083,1.4967,1.5014
08/03/2013,1.5014,1.5047,1.4885,1.4925
11/03/2013,1.4933,1.4943,1.4866,1.4915
12/03/2013,1.4915,1.4919,1.4832,1.4903
13/03/2013,1.4903,1.4982,1.4893,1.4923
14/03/2013,1.4923,1.5119,1.4912,1.5083
15/03/2013,1.5083,1.5177,1.5069,1.5114
18/03/2013,1.508,1.516,1.5061,1.5107
19/03/2013,1.5107,1.5145,1.5074,1.5099
20/03/2013,1.5099,1.5186,1.5027,1.51
21/03/2013,1.51,1.521,1.5089,1.5173
22/03/2013,1.5173,1.5248,1.5166,1.523
25/03/2013,1.5234,1.5269,1.5143,1.5175
26/03/2013,1.5175,1.5207,1.5136,1.5159
27/03/2013,1.5159,1.5181,1.5093,1.513
28/03/2013,1.513,1.5201,1.5112,1.5193
29/03/2013,1.5193,1.522,1.5178,1.5198
01/04/2013,1.5194,1.5242,1.5178,1.5229
02/04/2013,1.5229,1.5259,1.5099,1.5104
03/04/2013,1.5104,1.5159,1.5076,1.513
04/04/2013,1.513,1.5245,1.5034,1.5235
05/04/2013,1.5235,1.5363,1.52,1.5336
08/04/2013,1.5329,1.5351,1.5239,1.5256
09/04/2013,1.5256,1.5342,1.5249,1.5323
10/04/2013,1.5323,1.5343,1.5293,1.5333
11/04/2013,1.5333,1.5412,1.5319,1.5386
12/04/2013,1.5386,1.541,1.5341,1.5343
15/04/2013,1.5347,1.5385,1.527,1.5285
16/04/2013,1.5285,1.5379,1.5273,1.5362
17/04/2013,1.5362,1.5373,1.5217,1.5238
18/04/2013,1.5238,1.5313,1.5218,1.5279
19/04/2013,1.5279,1.5368,1.5224,1.5231
22/04/2013,1.5253,1.5293,1.5204,1.529
23/04/2013,1.529,1.5298,1.5197,1.524
24/04/2013,1.524,1.5287,1.5227,1.5267
25/04/2013,1.5267,1.548,1.5265,1.5434
26/04/2013,1.5434,1.5499,1.5419,1.5473
29/04/2013,1.5489,1.5546,1.5473,1.55
30/04/2013,1.55,1.5569,1.5468,1.5532
01/05/2013,1.5532,1.5606,1.5527,1.5555
02/05/2013,1.5555,1.5591,1.5497,1.5535
