,GBPUSD BGN Curncy,,,
,#NAME?,#NAME?,#NAME?,#NAME?
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST
20/04/2018,1.4088,1.4091,1.3997,1.4
23/04/2018,1.4007,1.4031,1.3926,1.394
24/04/2018,1.394,1.3987,1.3918,1.3978
25/04/2018,1.3978,1.3997,1.3924,1.3932
26/04/2018,1.3932,1.3998,1.3895,1.3919
27/04/2018,1.3919,1.3935,1.3747,1.3781
30/04/2018,1.3771,1.3804,1.3713,1.3763
01/05/2018,1.3763,1.3773,1.3588,1.3614
02/05/2018,1.3614,1.3666,1.3555,1.3576
03/05/2018,1.3576,1.363,1.3538,1.3575
04/05/2018,1.3575,1.3586,1.3487,1.3531
07/05/2018,1.3525,1.3575,1.3516,1.3557
08/05/2018,1.3557,1.3593,1.3485,1.3547
09/05/2018,1.3547,1.3607,1.3499,1.3547
10/05/2018,1.3547,1.3618,1.346,1.3519
11/05/2018,1.3519,1.3596,1.3502,1.3542
14/05/2018,1.3557,1.3608,1.3535,1.3556
15/05/2018,1.3556,1.3572,1.3451,1.3502
16/05/2018,1.3502,1.3521,1.3456,1.3486
17/05/2018,1.3486,1.3569,1.3475,1.3516
18/05/2018,1.3516,1.3528,1.3455,1.3469
21/05/2018,1.3467,1.3493,1.3391,1.3427
22/05/2018,1.3427,1.3492,1.3413,1.3432
23/05/2018,1.3432,1.3443,1.3306,1.3347
24/05/2018,1.3347,1.3422,1.3337,1.338
25/05/2018,1.338,1.3389,1.3295,1.3309
28/05/2018,1.3321,1.3341,1.3297,1.3311
29/05/2018,1.3311,1.3325,1.3205,1.3249
30/05/2018,1.3248,1.3307,1.3242,1.3286
31/05/2018,1.3286,1.3348,1.3278,1.3298
01/06/2018,1.3298,1.3362,1.3254,1.3346
04/06/2018,1.3339,1.3399,1.3295,1.3313
05/06/2018,1.3313,1.3409,1.3302,1.3393
06/06/2018,1.3393,1.3443,1.3381,1.3413
07/06/2018,1.3413,1.3472,1.3373,1.3423
08/06/2018,1.3423,1.3439,1.3355,1.3405
11/06/2018,1.3403,1.3441,1.3345,1.3379
12/06/2018,1.3378,1.3425,1.3342,1.3372
13/06/2018,1.3372,1.339,1.3308,1.3376
14/06/2018,1.3376,1.3447,1.3258,1.3262
15/06/2018,1.3262,1.3298,1.3212,1.3278
18/06/2018,1.3255,1.3291,1.3226,1.3245
19/06/2018,1.3245,1.3273,1.3151,1.3174
20/06/2018,1.3174,1.3216,1.3148,1.3172
21/06/2018,1.3172,1.327,1.3102,1.324
22/06/2018,1.324,1.3315,1.3238,1.3261
25/06/2018,1.3277,1.329,1.3221,1.3281
26/06/2018,1.3281,1.3292,1.3193,1.3225
27/06/2018,1.3225,1.3234,1.3107,1.3113
28/06/2018,1.3113,1.3121,1.305,1.3078
29/06/2018,1.3078,1.3214,1.3069,1.3207
02/07/2018,1.317,1.3209,1.3095,1.3143
03/07/2018,1.3143,1.3207,1.3115,1.3193
04/07/2018,1.3193,1.325,1.3171,1.323
05/07/2018,1.323,1.3275,1.3204,1.3222
06/07/2018,1.3222,1.329,1.3204,1.3283
09/07/2018,1.3305,1.3363,1.319,1.326
10/07/2018,1.326,1.3301,1.3224,1.3276
11/07/2018,1.3275,1.3285,1.32,1.3205
12/07/2018,1.3205,1.3245,1.3181,1.3206
13/07/2018,1.3206,1.3239,1.3103,1.3222
16/07/2018,1.3244,1.3293,1.3217,1.3235
17/07/2018,1.3235,1.3269,1.307,1.3115
18/07/2018,1.3115,1.312,1.301,1.3069
19/07/2018,1.3069,1.3083,1.2958,1.3014
20/07/2018,1.3014,1.314,1.2995,1.3136
23/07/2018,1.3096,1.3158,1.3083,1.3101
24/07/2018,1.3101,1.3159,1.3072,1.3145
25/07/2018,1.3145,1.3201,1.3133,1.3189
26/07/2018,1.3189,1.3213,1.3106,1.3109
27/07/2018,1.3109,1.3131,1.3083,1.3105
30/07/2018,1.3096,1.3152,1.3084,1.3133
31/07/2018,1.3133,1.3173,1.309,1.3124
01/08/2018,1.3124,1.3144,1.3096,1.3127
02/08/2018,1.3127,1.3129,1.3015,1.3017
03/08/2018,1.3017,1.3043,1.2976,1.3001
06/08/2018,1.3011,1.3021,1.292,1.2944
07/08/2018,1.2944,1.2974,1.2924,1.2939
08/08/2018,1.2939,1.296,1.2854,1.2882
09/08/2018,1.2882,1.2912,1.282,1.2824
10/08/2018,1.2824,1.2837,1.2723,1.2758
13/08/2018,1.2744,1.2791,1.2724,1.2771
14/08/2018,1.2771,1.2827,1.2705,1.2723
15/08/2018,1.2723,1.2736,1.2662,1.2697
16/08/2018,1.2697,1.2754,1.2686,1.2716
17/08/2018,1.2716,1.2753,1.2697,1.2749
20/08/2018,1.2725,1.28,1.2724,1.2798
21/08/2018,1.2798,1.2925,1.2794,1.2901
22/08/2018,1.2901,1.2936,1.2868,1.2911
23/08/2018,1.2911,1.2919,1.2805,1.2811
24/08/2018,1.2811,1.2881,1.28,1.2846
27/08/2018,1.2847,1.2901,1.2829,1.2892
28/08/2018,1.2892,1.2932,1.2862,1.2873
29/08/2018,1.2873,1.3033,1.2846,1.3026
30/08/2018,1.3026,1.3043,1.2985,1.3009
31/08/2018,1.3009,1.3029,1.2946,1.296
03/09/2018,1.295,1.2967,1.2855,1.287
04/09/2018,1.287,1.2876,1.2811,1.2855
05/09/2018,1.2855,1.2983,1.2786,1.2905
06/09/2018,1.2905,1.2962,1.2897,1.293
07/09/2018,1.293,1.3028,1.2909,1.292
10/09/2018,1.2933,1.3052,1.2897,1.3026
11/09/2018,1.3026,1.3087,1.2965,1.3033
12/09/2018,1.3033,1.3079,1.298,1.3045
13/09/2018,1.3044,1.3124,1.3026,1.3108
14/09/2018,1.3108,1.3143,1.3057,1.3068
17/09/2018,1.3064,1.3165,1.3058,1.3157
18/09/2018,1.3157,1.3172,1.3119,1.3148
19/09/2018,1.3148,1.3215,1.3099,1.3144
20/09/2018,1.3144,1.3298,1.3135,1.3265
21/09/2018,1.3266,1.3277,1.3056,1.3072
24/09/2018,1.3083,1.3167,1.3056,1.312
25/09/2018,1.312,1.3194,1.3095,1.3184
26/09/2018,1.3184,1.3218,1.3138,1.3167
27/09/2018,1.3167,1.3179,1.3075,1.3079
28/09/2018,1.3079,1.309,1.3001,1.3031
01/10/2018,1.3029,1.3116,1.3012,1.3042
02/10/2018,1.3043,1.3053,1.2941,1.2979
03/10/2018,1.2979,1.3023,1.2925,1.294
04/10/2018,1.294,1.3041,1.2922,1.3021
05/10/2018,1.3021,1.3123,1.3003,1.312
08/10/2018,1.311,1.3134,1.3028,1.309
09/10/2018,1.309,1.315,1.3033,1.3143
10/10/2018,1.3143,1.3216,1.3135,1.3196
11/10/2018,1.3196,1.3247,1.3182,1.323
12/10/2018,1.323,1.3258,1.3148,1.3153
15/10/2018,1.3142,1.3182,1.3082,1.3152
16/10/2018,1.3152,1.3236,1.3141,1.3181
17/10/2018,1.3181,1.3193,1.3099,1.3115
18/10/2018,1.3115,1.3131,1.3016,1.3018
19/10/2018,1.3018,1.3104,1.3012,1.3076
22/10/2018,1.3061,1.309,1.2957,1.2963
23/10/2018,1.2963,1.3044,1.2937,1.2983
24/10/2018,1.2983,1.2991,1.2867,1.2881
25/10/2018,1.2881,1.2919,1.2798,1.2817
26/10/2018,1.2817,1.2842,1.2777,1.2828
29/10/2018,1.283,1.2853,1.2792,1.2793
30/10/2018,1.2793,1.2813,1.2696,1.2706
31/10/2018,1.2706,1.2831,1.2699,1.2766
01/11/2018,1.2766,1.3035,1.2763,1.3012
02/11/2018,1.3012,1.3041,1.2952,1.297
05/11/2018,1.3019,1.3065,1.2965,1.3041
06/11/2018,1.3041,1.3107,1.3021,1.3099
07/11/2018,1.31,1.3175,1.3074,1.3126
08/11/2018,1.3126,1.315,1.3045,1.3062
09/11/2018,1.3062,1.3072,1.2959,1.2972
12/11/2018,1.2951,1.2964,1.2828,1.2849
13/11/2018,1.2849,1.3047,1.2842,1.2977
14/11/2018,1.2978,1.3072,1.2882,1.2992
15/11/2018,1.2992,1.303,1.2724,1.2774
16/11/2018,1.2774,1.2878,1.2762,1.2834
19/11/2018,1.2834,1.2884,1.2795,1.2854
20/11/2018,1.2854,1.2883,1.2777,1.2788
21/11/2018,1.2788,1.282,1.2764,1.2778
22/11/2018,1.2778,1.2927,1.2771,1.2877
23/11/2018,1.2878,1.2883,1.2799,1.2814
26/11/2018,1.2848,1.2864,1.2796,1.2827
27/11/2018,1.2829,1.283,1.2725,1.2747
28/11/2018,1.2746,1.2847,1.2733,1.2825
29/11/2018,1.2825,1.285,1.2756,1.2791
30/11/2018,1.2791,1.281,1.2735,1.2749
03/12/2018,1.2748,1.2825,1.2699,1.2725
04/12/2018,1.2725,1.284,1.2659,1.2719
05/12/2018,1.2719,1.2798,1.2672,1.2734
06/12/2018,1.2734,1.2812,1.27,1.2781
07/12/2018,1.2781,1.2797,1.2711,1.2726
10/12/2018,1.2754,1.2769,1.2507,1.2561
11/12/2018,1.2561,1.2639,1.248,1.2487
12/12/2018,1.2487,1.2672,1.2478,1.2629
13/12/2018,1.2629,1.2687,1.261,1.2643
14/12/2018,1.2643,1.2667,1.253,1.2583
17/12/2018,1.2579,1.2647,1.2571,1.2624
18/12/2018,1.2624,1.2706,1.261,1.2639
19/12/2018,1.2639,1.2679,1.2607,1.261
20/12/2018,1.261,1.2707,1.2608,1.2656
21/12/2018,1.2656,1.2698,1.2618,1.2645
24/12/2018,1.2648,1.2739,1.2635,1.2706
25/12/2018,1.2706,1.2744,1.2633,1.2675
26/12/2018,1.2675,1.2719,1.2631,1.2633
27/12/2018,1.2633,1.2675,1.2616,1.2644
28/12/2018,1.2644,1.2707,1.2635,1.2699
31/12/2018,1.2687,1.2815,1.267,1.2754
01/01/2019,1.2754,1.276,1.2731,1.274
02/01/2019,1.2736,1.2773,1.2582,1.2607
03/01/2019,1.2606,1.2648,1.2441,1.2628
04/01/2019,1.2629,1.2745,1.2616,1.2723
07/01/2019,1.2701,1.2787,1.2701,1.2777
08/01/2019,1.2777,1.2797,1.2707,1.2717
09/01/2019,1.2717,1.2804,1.2712,1.2789
10/01/2019,1.2789,1.2801,1.2728,1.2747
11/01/2019,1.2747,1.2866,1.271,1.2844
14/01/2019,1.2849,1.293,1.2819,1.2864
15/01/2019,1.2863,1.2916,1.267,1.2861
16/01/2019,1.286,1.2898,1.2825,1.2885
17/01/2019,1.2885,1.3001,1.2832,1.2986
18/01/2019,1.2986,1.2994,1.2857,1.2872
21/01/2019,1.2861,1.2911,1.2831,1.2892
22/01/2019,1.2893,1.2975,1.2856,1.2954
23/01/2019,1.2954,1.3081,1.2943,1.3069
24/01/2019,1.3069,1.3094,1.3012,1.3066
25/01/2019,1.3066,1.3217,1.3058,1.3196
28/01/2019,1.3189,1.3212,1.3137,1.3163
29/01/2019,1.3162,1.32,1.3057,1.3066
30/01/2019,1.3066,1.3146,1.3055,1.3116
31/01/2019,1.3116,1.316,1.3098,1.3109
01/02/2019,1.3109,1.3115,1.3044,1.3079
04/02/2019,1.3077,1.3103,1.3029,1.3037
05/02/2019,1.3036,1.3053,1.2925,1.2945
06/02/2019,1.2945,1.2979,1.2925,1.2932
07/02/2019,1.2933,1.2996,1.2854,1.2952
08/02/2019,1.2952,1.2976,1.2921,1.2944
11/02/2019,1.2946,1.295,1.2845,1.2855
12/02/2019,1.2855,1.2909,1.2833,1.2892
13/02/2019,1.2892,1.2958,1.2845,1.2846
14/02/2019,1.2846,1.2878,1.2773,1.2803
15/02/2019,1.2803,1.2898,1.2785,1.2889
18/02/2019,1.2897,1.2939,1.2892,1.2924
19/02/2019,1.2924,1.3073,1.2896,1.3062
20/02/2019,1.3062,1.3109,1.3012,1.305
21/02/2019,1.305,1.3095,1.3026,1.3043
22/02/2019,1.3043,1.308,1.2968,1.3053
25/02/2019,1.306,1.3114,1.305,1.3097
26/02/2019,1.3097,1.3288,1.3096,1.3252
27/02/2019,1.3252,1.335,1.3233,1.3309
28/02/2019,1.3309,1.332,1.3254,1.3263
01/03/2019,1.3263,1.3286,1.3172,1.3202
04/03/2019,1.3239,1.3273,1.3167,1.318
05/03/2019,1.318,1.3199,1.3098,1.3178
06/03/2019,1.3178,1.3181,1.3124,1.317
07/03/2019,1.317,1.3185,1.3069,1.3085
08/03/2019,1.3085,1.3109,1.299,1.3015
11/03/2019,1.3005,1.317,1.2949,1.315
12/03/2019,1.3151,1.3289,1.3005,1.3075
13/03/2019,1.3075,1.3381,1.3061,1.3338
14/03/2019,1.3338,1.334,1.3208,1.3242
15/03/2019,1.3242,1.33,1.3203,1.329
18/03/2019,1.3294,1.33,1.3185,1.3255
19/03/2019,1.3256,1.3311,1.3241,1.3268
20/03/2019,1.3268,1.3276,1.3147,1.3198
21/03/2019,1.3198,1.3227,1.3004,1.3107
22/03/2019,1.3107,1.3224,1.3081,1.3209
25/03/2019,1.3186,1.3246,1.316,1.3195
26/03/2019,1.3195,1.3262,1.3158,1.3212
27/03/2019,1.3211,1.3269,1.3167,1.3189
28/03/2019,1.3189,1.3213,1.3035,1.3044
29/03/2019,1.3044,1.3136,1.2978,1.3035
01/04/2019,1.3036,1.315,1.301,1.3103
02/04/2019,1.3103,1.3149,1.3014,1.3128
03/04/2019,1.3128,1.3196,1.3122,1.3158
04/04/2019,1.3158,1.3191,1.306,1.3077
05/04/2019,1.3077,1.3123,1.2987,1.3038
08/04/2019,1.3027,1.3074,1.3027,1.3061
09/04/2019,1.3061,1.3122,1.3031,1.3052
10/04/2019,1.3052,1.312,1.3041,1.3091
11/04/2019,1.3091,1.3109,1.3051,1.3058
12/04/2019,1.3058,1.3133,1.3051,1.3074
15/04/2019,1.3076,1.3119,1.3071,1.31
16/04/2019,1.31,1.3106,1.3043,1.3048
17/04/2019,1.3048,1.3067,1.3029,1.3043
18/04/2019,1.3043,1.3053,1.2979,1.2991
19/04/2019,1.2991,1.301,1.2983,1.2993
22/04/2019,1.2995,1.3002,1.2976,1.2982
23/04/2019,1.2982,1.3019,1.2929,1.2938
24/04/2019,1.2938,1.2963,1.2888,1.2902
25/04/2019,1.2902,1.292,1.2866,1.2899
26/04/2019,1.2899,1.2943,1.2876,1.2916
29/04/2019,1.2926,1.2947,1.2905,1.2937
30/04/2019,1.2936,1.3049,1.2926,1.3032
01/05/2019,1.3032,1.3102,1.303,1.305
02/05/2019,1.305,1.308,1.3018,1.3032
03/05/2019,1.3032,1.3177,1.299,1.3173
06/05/2019,1.3105,1.3185,1.3082,1.3097
07/05/2019,1.3097,1.3131,1.304,1.3075
08/05/2019,1.3075,1.308,1.2987,1.3006
09/05/2019,1.3006,1.3036,1.2968,1.3014
10/05/2019,1.3014,1.3048,1.2991,1.2998
13/05/2019,1.3021,1.3041,1.2941,1.2958
14/05/2019,1.2958,1.297,1.2904,1.2905
15/05/2019,1.2905,1.2923,1.2827,1.2845
16/05/2019,1.2845,1.2852,1.2788,1.2798
17/05/2019,1.2798,1.28,1.2715,1.2724
20/05/2019,1.2737,1.2757,1.2715,1.2726
21/05/2019,1.2726,1.2813,1.2685,1.2706
22/05/2019,1.2706,1.2719,1.2624,1.2665
23/05/2019,1.2665,1.2684,1.2606,1.2657
24/05/2019,1.2657,1.2733,1.2648,1.2714
27/05/2019,1.2725,1.2753,1.2668,1.2679
28/05/2019,1.2679,1.2702,1.2651,1.2653
29/05/2019,1.2653,1.2671,1.2612,1.2626
30/05/2019,1.2626,1.264,1.2581,1.2608
31/05/2019,1.2608,1.2645,1.2559,1.2629
03/06/2019,1.2627,1.2674,1.2611,1.2664
04/06/2019,1.2664,1.2714,1.2642,1.2698
05/06/2019,1.2698,1.2744,1.2681,1.2687
06/06/2019,1.2687,1.2742,1.2669,1.2694
07/06/2019,1.2694,1.2763,1.2689,1.2737
10/06/2019,1.2711,1.2747,1.2653,1.2685
11/06/2019,1.2685,1.2732,1.267,1.2725
12/06/2019,1.2725,1.2759,1.2682,1.2689
13/06/2019,1.2689,1.2708,1.2662,1.2674
14/06/2019,1.2674,1.2682,1.258,1.2589
17/06/2019,1.2599,1.2606,1.2532,1.2534
18/06/2019,1.2534,1.2565,1.2506,1.2558
19/06/2019,1.2558,1.2674,1.2543,1.2639
20/06/2019,1.264,1.2727,1.2633,1.2702
21/06/2019,1.2702,1.2747,1.2643,1.2737
24/06/2019,1.2723,1.2767,1.2708,1.2743
25/06/2019,1.2743,1.2784,1.2672,1.2689
26/06/2019,1.2689,1.2707,1.2663,1.269
27/06/2019,1.269,1.2725,1.2662,1.2674
28/06/2019,1.2674,1.2735,1.2664,1.2696
01/07/2019,1.2694,1.2717,1.2632,1.2641
02/07/2019,1.2641,1.2648,1.2584,1.2593
03/07/2019,1.2593,1.26,1.2557,1.2574
04/07/2019,1.2574,1.2591,1.2567,1.2579
05/07/2019,1.2579,1.2588,1.2481,1.2521
08/07/2019,1.2516,1.254,1.25,1.2515
09/07/2019,1.2515,1.2523,1.244,1.2465
10/07/2019,1.2465,1.2521,1.2444,1.2502
11/07/2019,1.2502,1.2571,1.2496,1.2521
12/07/2019,1.2521,1.2579,1.252,1.2572
15/07/2019,1.2552,1.2582,1.251,1.2516
16/07/2019,1.2516,1.2521,1.2397,1.2407
17/07/2019,1.2407,1.2457,1.2382,1.2433
18/07/2019,1.2433,1.2558,1.2427,1.2549
19/07/2019,1.2549,1.2556,1.2476,1.2502
22/07/2019,1.253,1.253,1.2456,1.2476
23/07/2019,1.2476,1.2482,1.2418,1.244
24/07/2019,1.2441,1.2522,1.2427,1.2484
25/07/2019,1.2484,1.2518,1.2437,1.2458
26/07/2019,1.2459,1.246,1.2376,1.2384
29/07/2019,1.2387,1.2399,1.2212,1.2219
30/07/2019,1.2219,1.2226,1.2119,1.2152
31/07/2019,1.2152,1.225,1.2134,1.2159
01/08/2019,1.2158,1.2171,1.208,1.2128
02/08/2019,1.2126,1.217,1.2091,1.2162
05/08/2019,1.2135,1.2188,1.2102,1.2143
06/08/2019,1.2143,1.221,1.2136,1.2171
07/08/2019,1.2171,1.2191,1.2121,1.2143
08/08/2019,1.2143,1.2182,1.2095,1.2133
09/08/2019,1.2133,1.2152,1.2025,1.2033
12/08/2019,1.2066,1.2106,1.2015,1.2076
13/08/2019,1.2076,1.2098,1.2042,1.206
14/08/2019,1.206,1.2101,1.2045,1.206
15/08/2019,1.206,1.2151,1.2051,1.2088
16/08/2019,1.2088,1.2175,1.2078,1.2149
19/08/2019,1.215,1.2173,1.2105,1.2126
20/08/2019,1.2126,1.2179,1.2065,1.217
21/08/2019,1.217,1.2175,1.2112,1.213
22/08/2019,1.213,1.2273,1.2109,1.2251
23/08/2019,1.2251,1.2294,1.2195,1.2266
26/08/2019,1.2267,1.2286,1.2208,1.2217
27/08/2019,1.2217,1.231,1.2209,1.229
28/08/2019,1.229,1.2293,1.2157,1.2212
29/08/2019,1.2212,1.2232,1.2172,1.2181
30/08/2019,1.2181,1.2225,1.214,1.2156
02/09/2019,1.2149,1.2175,1.2036,1.2066
03/09/2019,1.2065,1.2106,1.1959,1.2081
04/09/2019,1.2081,1.2258,1.2079,1.2253
05/09/2019,1.2253,1.2354,1.221,1.2334
06/09/2019,1.2334,1.2344,1.228,1.2283
09/09/2019,1.2291,1.2385,1.2234,1.2346
10/09/2019,1.2346,1.2379,1.2307,1.235
11/09/2019,1.2349,1.2371,1.2313,1.2326
12/09/2019,1.2325,1.2367,1.2284,1.2335
13/09/2019,1.2335,1.2506,1.2327,1.2501
16/09/2019,1.2488,1.2523,1.24,1.2431
17/09/2019,1.2431,1.2527,1.2393,1.25
18/09/2019,1.25,1.2515,1.2439,1.2472
19/09/2019,1.2472,1.256,1.2438,1.2526
20/09/2019,1.2526,1.2582,1.246,1.2478
23/09/2019,1.2476,1.2491,1.2413,1.2429
24/09/2019,1.2429,1.2503,1.2414,1.2487
25/09/2019,1.2487,1.2499,1.2348,1.2353
26/09/2019,1.2353,1.2381,1.2303,1.2328
27/09/2019,1.233,1.2337,1.2271,1.2292
30/09/2019,1.2299,1.2346,1.2276,1.2289
01/10/2019,1.2289,1.2339,1.2207,1.2302
02/10/2019,1.2301,1.2324,1.2227,1.2303
03/10/2019,1.2303,1.2413,1.2266,1.2332
04/10/2019,1.2332,1.2357,1.2276,1.2331
07/10/2019,1.2313,1.2337,1.2287,1.2293
08/10/2019,1.2293,1.2303,1.2195,1.2219
09/10/2019,1.2219,1.2291,1.2198,1.2206
10/10/2019,1.2206,1.2469,1.2206,1.2443
11/10/2019,1.2443,1.2707,1.2409,1.2668
14/10/2019,1.2638,1.2667,1.2516,1.2608
15/10/2019,1.2609,1.28,1.2603,1.2787
16/10/2019,1.2787,1.2877,1.2658,1.2832
17/10/2019,1.2832,1.299,1.275,1.2891
18/10/2019,1.2891,1.2985,1.284,1.2984
21/10/2019,1.2925,1.3013,1.2875,1.296
22/10/2019,1.296,1.3,1.2862,1.2872
23/10/2019,1.2872,1.2922,1.2841,1.2912
24/10/2019,1.2912,1.295,1.2789,1.2851
25/10/2019,1.2851,1.2863,1.2804,1.2827
28/10/2019,1.2825,1.2877,1.2812,1.2863
29/10/2019,1.2863,1.2905,1.2807,1.2862
30/10/2019,1.2862,1.2908,1.2845,1.2902
31/10/2019,1.2902,1.2976,1.2895,1.2942
01/11/2019,1.2942,1.2973,1.2927,1.2946
04/11/2019,1.2939,1.2946,1.2876,1.2884
05/11/2019,1.2884,1.2917,1.2859,1.2884
06/11/2019,1.2884,1.2897,1.2844,1.2855
07/11/2019,1.2855,1.2878,1.2795,1.2817
08/11/2019,1.2816,1.2825,1.2769,1.2774
11/11/2019,1.2778,1.2898,1.2778,1.2855
12/11/2019,1.2855,1.2874,1.2816,1.2845
13/11/2019,1.2845,1.2862,1.2822,1.2851
14/11/2019,1.2851,1.2888,1.2825,1.2882
15/11/2019,1.2882,1.2919,1.2868,1.2897
18/11/2019,1.2897,1.2985,1.2897,1.2953
19/11/2019,1.2953,1.297,1.2911,1.2926
20/11/2019,1.2926,1.2931,1.2888,1.2924
21/11/2019,1.2924,1.297,1.2893,1.2914
22/11/2019,1.2914,1.2928,1.2824,1.2834
25/11/2019,1.2845,1.2912,1.2841,1.29
26/11/2019,1.29,1.2908,1.2836,1.2866
27/11/2019,1.2866,1.2921,1.2827,1.2921
28/11/2019,1.292,1.2951,1.2899,1.2912
29/11/2019,1.2912,1.2944,1.2879,1.2925
02/12/2019,1.2917,1.2949,1.2896,1.2939
03/12/2019,1.2939,1.3011,1.2931,1.2995
04/12/2019,1.2995,1.312,1.2983,1.3104
05/12/2019,1.3104,1.3166,1.3103,1.3157
06/12/2019,1.3157,1.3166,1.3101,1.314
09/12/2019,1.3123,1.3181,1.3116,1.3147
10/12/2019,1.3147,1.3215,1.3133,1.3156
11/12/2019,1.3157,1.3214,1.3108,1.3196
12/12/2019,1.3196,1.3229,1.3051,1.3161
13/12/2019,1.3161,1.3514,1.3159,1.3331
16/12/2019,1.3338,1.3422,1.3321,1.3332
17/12/2019,1.3332,1.3338,1.31,1.3131
18/12/2019,1.3131,1.3134,1.306,1.3078
19/12/2019,1.3078,1.3133,1.299,1.3009
20/12/2019,1.3009,1.308,1.2979,1.2999
23/12/2019,1.3001,1.3032,1.2905,1.2936
24/12/2019,1.2936,1.2971,1.2917,1.2944
25/12/2019,1.2945,1.297,1.2913,1.2961
26/12/2019,1.2961,1.3016,1.2951,1.2993
27/12/2019,1.2994,1.3117,1.2969,1.3078
30/12/2019,1.3066,1.315,1.3066,1.3113
31/12/2019,1.3113,1.3284,1.3106,1.3257
01/01/2020,1.3257,1.3278,1.3244,1.3254
02/01/2020,1.3254,1.3266,1.3116,1.3145
03/01/2020,1.3145,1.316,1.3054,1.3083
06/01/2020,1.3085,1.3175,1.3064,1.3171
07/01/2020,1.3172,1.3212,1.3095,1.3126
08/01/2020,1.3126,1.317,1.3081,1.3097
09/01/2020,1.3097,1.3124,1.3013,1.3067
10/01/2020,1.3067,1.3097,1.3043,1.3064
13/01/2020,1.3055,1.3064,1.2961,1.2989
14/01/2020,1.2989,1.3033,1.2955,1.3019
15/01/2020,1.3019,1.3043,1.2986,1.3038
16/01/2020,1.3038,1.3083,1.3026,1.308
17/01/2020,1.308,1.3118,1.3007,1.3016
20/01/2020,1.2989,1.3014,1.2962,1.301
21/01/2020,1.301,1.3084,1.2996,1.305
22/01/2020,1.305,1.3153,1.3035,1.3142
23/01/2020,1.3142,1.3151,1.3097,1.3123
24/01/2020,1.3123,1.3173,1.3057,1.3073
27/01/2020,1.3083,1.3105,1.304,1.3057
28/01/2020,1.3057,1.3065,1.2975,1.3028
29/01/2020,1.3028,1.303,1.299,1.3021
30/01/2020,1.3021,1.311,1.2978,1.3093
31/01/2020,1.3093,1.321,1.3084,1.3206
03/02/2020,1.3215,1.3215,1.2983,1.2995
04/02/2020,1.2995,1.3047,1.2941,1.3031
05/02/2020,1.3031,1.307,1.2956,1.3002
06/02/2020,1.3002,1.3003,1.2921,1.2931
07/02/2020,1.2931,1.2959,1.2882,1.2892
10/02/2020,1.2895,1.2946,1.2872,1.2915
11/02/2020,1.2915,1.2968,1.2895,1.2952
12/02/2020,1.2952,1.2991,1.295,1.296
13/02/2020,1.296,1.307,1.2944,1.3046
14/02/2020,1.3046,1.3063,1.3001,1.3047
17/02/2020,1.3039,1.3054,1.2999,1.3008
18/02/2020,1.3008,1.3049,1.2971,1.2998
19/02/2020,1.2998,1.3023,1.2908,1.292
20/02/2020,1.292,1.2929,1.2849,1.2882
21/02/2020,1.2881,1.2981,1.2878,1.2964
24/02/2020,1.2964,1.297,1.2887,1.2924
25/02/2020,1.2923,1.3018,1.2915,1.3005
26/02/2020,1.3005,1.301,1.2896,1.2905
27/02/2020,1.2905,1.2946,1.286,1.2887
28/02/2020,1.2887,1.292,1.2726,1.2823
02/03/2020,1.2808,1.2851,1.274,1.2754
03/03/2020,1.2754,1.2844,1.2742,1.2811
04/03/2020,1.2811,1.2873,1.277,1.2872
05/03/2020,1.2872,1.2969,1.2861,1.2954
06/03/2020,1.2954,1.3052,1.2947,1.3048
09/03/2020,1.3032,1.32,1.3019,1.3117
10/03/2020,1.3117,1.313,1.2882,1.2911
11/03/2020,1.2912,1.2977,1.2805,1.282
12/03/2020,1.282,1.2849,1.2491,1.2571
13/03/2020,1.2571,1.2624,1.2265,1.2278
16/03/2020,1.2286,1.2425,1.2202,1.2271
17/03/2020,1.2271,1.2273,1.2003,1.2055
18/03/2020,1.2055,1.213,1.1453,1.1608
19/03/2020,1.1608,1.1794,1.1474,1.1485
20/03/2020,1.1485,1.1934,1.1412,1.1629
23/03/2020,1.1687,1.1739,1.1447,1.1542
24/03/2020,1.1542,1.18,1.1503,1.1762
25/03/2020,1.1762,1.1973,1.164,1.1878
26/03/2020,1.1878,1.2229,1.1777,1.2203
27/03/2020,1.2203,1.2486,1.2132,1.246
30/03/2020,1.2454,1.2467,1.2318,1.2414
31/03/2020,1.2414,1.2473,1.2245,1.242
01/04/2020,1.242,1.2439,1.2331,1.2371
02/04/2020,1.2371,1.2475,1.2349,1.2396
03/04/2020,1.2396,1.241,1.2206,1.2269
06/04/2020,1.2267,1.2327,1.221,1.2231
07/04/2020,1.2231,1.2385,1.2166,1.2332
08/04/2020,1.2332,1.242,1.2288,1.2383
09/04/2020,1.2383,1.2484,1.2361,1.2458
10/04/2020,1.2458,1.2487,1.2446,1.2455
13/04/2020,1.2452,1.2537,1.2442,1.2515
14/04/2020,1.2515,1.2648,1.2504,1.2623
15/04/2020,1.2623,1.2631,1.2438,1.2518
16/04/2020,1.2518,1.2529,1.2408,1.2457
17/04/2020,1.2457,1.2522,1.2407,1.2499
20/04/2020,1.2495,1.2502,1.2417,1.2442
21/04/2020,1.2443,1.2448,1.2248,1.2289
